Version 3.21 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
223,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,S,"$3,387.15 ","$32,736.27 ","$4,827.30 ","$32,736.27 ",20170101
224,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,S,"$3,412.35 ","$27,442.72 ","$5,873.99 ","$27,442.72 ",20170101
225,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,S,"$3,326.44 ","$43,068.07 ","$5,047.37 ","$43,068.07 ",20170101
226,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,S,"$3,249.85 ","$26,045.29 ","$5,336.72 ","$26,045.29 ",20170101
227,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,S,"$3,350.24 ","$47,521.26 ","$4,983.33 ","$47,521.26 ",20170101
228,DRG,OTHER CARDIOTHORACIC PROCEDURES W MCC,S,"$3,313.89 ","$22,396.37 ","$6,332.16 ","$22,396.37 ",20170101
229,DRG,OTHER CARDIOTHORACIC PROCEDURES W/O MCC,S,"$3,088.41 ","$28,137.22 ","$5,723.50 ","$28,137.22 ",20170101
231,DRG,CORONARY BYPASS W PTCA W MCC,S,"$2,814.01 ","$24,589.07 ","$5,681.14 ","$24,589.07 ",20170101
232,DRG,CORONARY BYPASS W PTCA W/O MCC,S,"$2,826.36 ","$25,402.06 ","$5,241.26 ","$25,402.06 ",20170101
233,DRG,CORONARY BYPASS W CARDIAC CATH W MCC,S,"$3,100.47 ","$19,237.74 ","$5,642.70 ","$19,237.74 ",20170101
234,DRG,CORONARY BYPASS W CARDIAC CATH W/O MCC,S,"$2,926.33 ","$20,852.49 ","$5,072.83 ","$20,852.49 ",20170101
235,DRG,CORONARY BYPASS W/O CARDIAC CATH W MCC,S,"$3,275.15 ","$19,143.80 ","$5,911.20 ","$19,143.80 ",20170101
236,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,S,"$3,074.68 ","$21,537.92 ","$5,325.36 ","$21,537.92 ",20170101
239,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,S,"$2,949.70 ","$9,295.73 ","$5,098.95 ","$9,295.73 ",20170101
240,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,S,"$2,854.20 ","$8,516.15 ","$4,494.06 ","$8,516.15 ",20170101
241,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,S,"$2,128.51 ","$7,160.92 ","$3,459.57 ","$7,160.92 ",20170101
242,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,S,"$3,398.80 ","$16,928.62 ","$5,810.19 ","$16,928.62 ",20170101
243,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,S,"$3,486.40 ","$21,919.32 ","$5,547.91 ","$21,919.32 ",20170101
244,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,S,"$3,114.95 ","$25,984.24 ","$4,885.58 ","$25,984.24 ",20170101
245,DRG,AICD GENERATOR PROCEDURES,S,"$3,348.53 ","$29,393.45 ","$4,938.78 ","$29,393.45 ",20170101
246,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,S,"$3,404.30 ","$26,269.74 ","$5,818.45 ","$26,269.74 ",20170101
247,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,S,"$3,140.14 ","$37,178.27 ","$4,991.51 ","$37,178.27 ",20170101
248,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,S,"$3,052.86 ","$20,320.19 ","$5,611.47 ","$20,320.19 ",20170101
249,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,S,"$2,974.18 ","$30,420.85 ","$5,098.24 ","$30,420.85 ",20170101
250,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,S,"$3,252.31 ","$19,153.31 ","$5,772.14 ","$19,153.31 ",20170101
251,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,S,"$3,182.37 ","$28,712.60 ","$5,231.29 ","$28,712.60 ",20170101
252,DRG,OTHER VASCULAR PROCEDURES W MCC,S,"$3,148.63 ","$13,672.38 ","$5,349.36 ","$13,672.38 ",20170101
253,DRG,OTHER VASCULAR PROCEDURES W CC,S,"$3,215.01 ","$16,797.13 ","$5,065.23 ","$16,797.13 ",20170101
254,DRG,OTHER VASCULAR PROCEDURES W/O CC/MCC,S,"$2,877.07 ","$22,766.63 ","$4,734.08 ","$22,766.63 ",20170101
255,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,S,"$2,847.16 ","$7,601.54 ","$4,579.82 ","$7,601.54 ",20170101
256,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,S,"$2,777.59 ","$6,856.36 ","$4,157.60 ","$6,856.36 ",20170101
257,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,S,"$2,506.68 ","$7,179.24 ","$3,647.37 ","$7,179.24 ",20170101
258,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,S,"$3,627.20 ","$14,794.64 ","$5,736.67 ","$14,794.64 ",20170101
259,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,S,"$3,319.74 ","$19,154.53 ","$4,902.07 ","$19,154.53 ",20170101
260,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,S,"$3,356.51 ","$11,759.81 ","$5,751.76 ","$11,759.81 ",20170101
261,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,S,"$3,274.90 ","$15,207.17 ","$5,179.27 ","$15,207.17 ",20170101
262,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,S,"$3,692.54 ","$22,248.83 ","$5,651.15 ","$22,248.83 ",20170101
263,DRG,VEIN LIGATION & STRIPPING,S,"$3,313.54 ","$10,922.55 ","$5,523.76 ","$10,922.55 ",20170101
264,DRG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,S,"$3,139.62 ","$9,304.15 ","$5,312.47 ","$9,304.15 ",20170101
265,DRG,AICD LEAD PROCEDURES,S,"$2,979.15 ","$23,376.52 ","$5,046.29 ","$23,376.52 ",20170101
266,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,S,"$5,378.08 ","$38,401.18 ","$9,156.72 ","$38,401.18 ",20170101
267,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,S,"$4,211.79 ","$46,759.38 ","$7,508.39 ","$46,759.38 ",20170101
268,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,S,"$1,746.19 ","$22,755.51 ","$3,201.35 ","$22,755.51 ",20170101
269,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,S,"$1,512.38 ","$48,396.22 ","$2,617.88 ","$48,396.22 ",20170101
270,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,S,"$1,737.21 ","$17,869.13 ","$3,233.90 ","$17,869.13 ",20170101
271,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,S,"$1,501.38 ","$17,483.45 ","$2,569.50 ","$17,483.45 ",20170101
272,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,S,"$1,478.39 ","$25,869.86 ","$2,532.29 ","$25,869.86 ",20170101
273,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,S,"$2,069.10 ","$18,448.19 ","$3,464.52 ","$18,448.19 ",20170101
274,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,S,"$2,191.21 ","$37,176.24 ","$3,298.30 ","$37,176.24 ",20170101
280,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",N,"$3,210.42 ","$8,409.86 ","$5,530.15 ","$8,409.86 ",20170101
281,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",N,"$3,347.40 ","$9,962.49 ","$5,486.82 ","$9,962.49 ",20170101
282,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",N,"$3,367.79 ","$12,959.82 ","$5,539.13 ","$12,959.82 ",20170101
283,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",N,"$3,420.31 ","$12,037.46 ","$6,668.87 ","$12,037.46 ",20170101
284,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",N,"$2,835.28 ","$9,766.92 ","$5,435.71 ","$9,766.92 ",20170101
285,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",N,"$2,251.30 ","$9,506.17 ","$4,956.34 ","$9,506.17 ",20170101
286,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",N,"$3,228.24 ","$10,157.75 ","$5,395.35 ","$10,157.75 ",20170101
287,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",N,"$3,048.48 ","$13,754.32 ","$4,682.37 ","$13,754.32 ",20170101
288,DRG,ACUTE & SUBACUTE ENDOCARDITIS W MCC,N,"$2,920.42 ","$5,656.00 ","$4,957.75 ","$5,656.00 ",20170101
289,DRG,ACUTE & SUBACUTE ENDOCARDITIS W CC,N,"$2,876.66 ","$4,754.72 ","$4,253.48 ","$4,754.72 ",20170101
290,DRG,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,N,"$2,606.98 ","$4,827.24 ","$4,331.07 ","$4,827.24 ",20170101
291,DRG,HEART FAILURE & SHOCK W MCC,N,"$2,691.32 ","$5,834.81 ","$4,590.94 ","$5,834.81 ",20170101
292,DRG,HEART FAILURE & SHOCK W CC,N,"$2,688.89 ","$4,834.26 ","$4,362.87 ","$4,834.26 ",20170101
293,DRG,HEART FAILURE & SHOCK W/O CC/MCC,N,"$2,517.30 ","$4,910.97 ","$4,282.89 ","$4,910.97 ",20170101
294,DRG,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,N,"$2,707.29 ","$5,622.08 ","$5,435.11 ","$5,622.08 ",20170101
295,DRG,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,N,"$1,891.73 ","$2,921.36 ","$3,430.31 ","$2,921.36 ",20170101
296,DRG,"CARDIAC ARREST, UNEXPLAINED W MCC",N,"$3,050.70 ","$14,152.71 ","$5,853.88 ","$14,152.71 ",20170101
297,DRG,"CARDIAC ARREST, UNEXPLAINED W CC",N,"$2,520.68 ","$10,167.61 ","$5,056.86 ","$10,167.61 ",20170101
298,DRG,"CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",N,"$2,382.71 ","$8,308.36 ","$4,769.45 ","$8,308.36 ",20170101
299,DRG,PERIPHERAL VASCULAR DISORDERS W MCC,N,"$2,899.43 ","$6,174.78 ","$5,037.45 ","$6,174.78 ",20170101
300,DRG,PERIPHERAL VASCULAR DISORDERS W CC,N,"$2,891.77 ","$5,312.60 ","$4,882.36 ","$5,312.60 ",20170101
301,DRG,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,N,"$2,590.13 ","$5,056.13 ","$4,705.85 ","$5,056.13 ",20170101
302,DRG,ATHEROSCLEROSIS W MCC,N,"$2,938.81 ","$6,864.90 ","$5,073.01 ","$6,864.90 ",20170101
303,DRG,ATHEROSCLEROSIS W/O MCC,N,"$3,191.38 ","$8,106.35 ","$5,326.32 ","$8,106.35 ",20170101
304,DRG,HYPERTENSION W MCC,N,"$2,712.23 ","$6,433.46 ","$4,613.16 ","$6,433.46 ",20170101
305,DRG,HYPERTENSION W/O MCC,N,"$2,794.24 ","$6,926.88 ","$4,444.05 ","$6,926.88 ",20170101
306,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,N,"$3,967.44 ","$7,089.67 ","$6,560.80 ","$7,089.67 ",20170101
307,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,N,"$3,060.00 ","$5,994.26 ","$4,964.57 ","$5,994.26 ",20170101
308,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,N,"$2,909.28 ","$6,175.81 ","$4,722.89 ","$6,175.81 ",20170101
309,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,N,"$2,912.92 ","$6,045.80 ","$4,541.19 ","$6,045.80 ",20170101
310,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,N,"$2,795.07 ","$6,309.10 ","$4,325.53 ","$6,309.10 ",20170101
311,DRG,ANGINA PECTORIS,N,"$3,071.45 ","$8,136.36 ","$4,711.68 ","$8,136.36 ",20170101
312,DRG,SYNCOPE & COLLAPSE,N,"$3,130.84 ","$7,882.48 ","$4,933.72 ","$7,882.48 ",20170101
313,DRG,CHEST PAIN,N,"$3,224.78 ","$10,256.85 ","$4,824.74 ","$10,256.85 ",20170101
314,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,N,"$2,945.22 ","$7,456.92 ","$5,217.95 ","$7,456.92 ",20170101
315,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,N,"$2,940.77 ","$6,794.50 ","$4,942.21 ","$6,794.50 ",20170101
316,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,N,"$2,975.57 ","$7,899.69 ","$5,002.50 ","$7,899.69 ",20170101
326,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",S,"$2,968.15 ","$11,462.87 ","$5,714.35 ","$11,462.87 ",20170101
327,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",S,"$3,297.97 ","$13,103.40 ","$5,970.80 ","$13,103.40 ",20170101
328,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",S,"$3,031.13 ","$18,935.39 ","$5,533.61 ","$18,935.39 ",20170101
329,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,702.50 ","$10,112.78 ","$5,201.54 ","$10,112.78 ",20170101
330,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,849.30 ","$10,291.20 ","$4,991.42 ","$10,291.20 ",20170101
331,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,728.28 ","$12,924.41 ","$4,638.93 ","$12,924.41 ",20170101
332,DRG,RECTAL RESECTION W MCC,S,"$2,797.80 ","$10,951.38 ","$5,346.47 ","$10,951.38 ",20170101
333,DRG,RECTAL RESECTION W CC,S,"$2,925.20 ","$11,855.88 ","$5,099.29 ","$11,855.88 ",20170101
334,DRG,RECTAL RESECTION W/O CC/MCC,S,"$2,876.04 ","$14,527.71 ","$4,703.81 ","$14,527.71 ",20170101
335,DRG,PERITONEAL ADHESIOLYSIS W MCC,S,"$2,749.05 ","$9,577.10 ","$5,276.11 ","$9,577.10 ",20170101
336,DRG,PERITONEAL ADHESIOLYSIS W CC,S,"$2,797.35 ","$9,149.19 ","$4,963.91 ","$9,149.19 ",20170101
337,DRG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,S,"$2,753.34 ","$11,206.31 ","$4,855.08 ","$11,206.31 ",20170101
338,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,492.66 ","$9,644.51 ","$4,794.55 ","$9,644.51 ",20170101
339,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,S,"$2,672.30 ","$9,786.27 ","$4,568.71 ","$9,786.27 ",20170101
340,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,666.93 ","$12,511.83 ","$4,353.49 ","$12,511.83 ",20170101
341,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,855.62 ","$13,010.66 ","$5,375.83 ","$13,010.66 ",20170101
342,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,S,"$2,862.10 ","$15,340.59 ","$4,878.87 ","$15,340.59 ",20170101
343,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$3,075.81 ","$22,591.64 ","$4,919.16 ","$22,591.64 ",20170101
344,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,763.16 ","$8,612.12 ","$5,138.81 ","$8,612.12 ",20170101
345,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,884.80 ","$8,554.58 ","$4,871.71 ","$8,554.58 ",20170101
346,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,555.14 ","$9,645.62 ","$4,149.52 ","$9,645.62 ",20170101
347,DRG,ANAL & STOMAL PROCEDURES W MCC,S,"$2,720.08 ","$8,792.47 ","$5,062.54 ","$8,792.47 ",20170101
348,DRG,ANAL & STOMAL PROCEDURES W CC,S,"$2,851.79 ","$9,254.76 ","$4,761.61 ","$9,254.76 ",20170101
349,DRG,ANAL & STOMAL PROCEDURES W/O CC/MCC,S,"$2,521.08 ","$10,935.03 ","$4,628.59 ","$10,935.03 ",20170101
350,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,S,"$2,951.32 ","$10,701.04 ","$5,430.20 ","$10,701.04 ",20170101
351,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,S,"$3,231.80 ","$12,555.53 ","$5,499.94 ","$12,555.53 ",20170101
352,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,S,"$3,225.22 ","$16,240.93 ","$5,362.85 ","$16,240.93 ",20170101
353,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,S,"$2,721.51 ","$11,609.56 ","$5,282.07 ","$11,609.56 ",20170101
354,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,S,"$2,780.64 ","$12,360.89 ","$4,932.65 ","$12,360.89 ",20170101
355,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,S,"$2,801.14 ","$15,641.54 ","$4,705.41 ","$15,641.54 ",20170101
356,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,S,"$2,963.38 ","$9,431.14 ","$5,227.24 ","$9,431.14 ",20170101
357,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,S,"$2,889.43 ","$10,135.21 ","$4,994.27 ","$10,135.21 ",20170101
358,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,647.16 ","$12,192.97 ","$4,464.84 ","$12,192.97 ",20170101
368,DRG,MAJOR ESOPHAGEAL DISORDERS W MCC,N,"$2,812.00 ","$7,973.90 ","$5,242.43 ","$7,973.90 ",20170101
369,DRG,MAJOR ESOPHAGEAL DISORDERS W CC,N,"$2,735.75 ","$7,237.30 ","$4,794.82 ","$7,237.30 ",20170101
370,DRG,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,N,"$2,591.61 ","$7,362.33 ","$4,434.13 ","$7,362.33 ",20170101
371,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,N,"$2,840.12 ","$5,590.51 ","$4,705.86 ","$5,590.51 ",20170101
372,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,N,"$2,756.82 ","$4,782.70 ","$4,399.17 ","$4,782.70 ",20170101
373,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,N,"$2,627.43 ","$4,643.43 ","$4,246.68 ","$4,643.43 ",20170101
374,DRG,DIGESTIVE MALIGNANCY W MCC,N,"$3,187.02 ","$6,674.28 ","$5,329.16 ","$6,674.28 ",20170101
375,DRG,DIGESTIVE MALIGNANCY W CC,N,"$3,133.46 ","$6,670.79 ","$4,944.05 ","$6,670.79 ",20170101
376,DRG,DIGESTIVE MALIGNANCY W/O CC/MCC,N,"$2,291.61 ","$6,242.71 ","$3,458.63 ","$6,242.71 ",20170101
377,DRG,G.I. HEMORRHAGE W MCC,N,"$2,880.39 ","$7,700.26 ","$5,178.53 ","$7,700.26 ",20170101
378,DRG,G.I. HEMORRHAGE W CC,N,"$2,799.98 ","$7,184.19 ","$4,916.03 ","$7,184.19 ",20170101
379,DRG,G.I. HEMORRHAGE W/O CC/MCC,N,"$2,751.69 ","$6,857.95 ","$4,718.78 ","$6,857.95 ",20170101
380,DRG,COMPLICATED PEPTIC ULCER W MCC,N,"$2,734.57 ","$7,359.58 ","$5,102.74 ","$7,359.58 ",20170101
381,DRG,COMPLICATED PEPTIC ULCER W CC,N,"$2,694.68 ","$6,923.52 ","$4,723.08 ","$6,923.52 ",20170101
382,DRG,COMPLICATED PEPTIC ULCER W/O CC/MCC,N,"$2,595.84 ","$7,301.68 ","$4,271.02 ","$7,301.68 ",20170101
383,DRG,UNCOMPLICATED PEPTIC ULCER W MCC,N,"$2,813.48 ","$8,008.95 ","$4,877.65 ","$8,008.95 ",20170101
384,DRG,UNCOMPLICATED PEPTIC ULCER W/O MCC,N,"$2,586.95 ","$8,103.75 ","$4,350.42 ","$8,103.75 ",20170101
385,DRG,INFLAMMATORY BOWEL DISEASE W MCC,N,"$2,822.60 ","$6,058.99 ","$5,004.38 ","$6,058.99 ",20170101
386,DRG,INFLAMMATORY BOWEL DISEASE W CC,N,"$2,681.43 ","$5,648.79 ","$4,508.05 ","$5,648.79 ",20170101
387,DRG,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,N,"$2,621.36 ","$5,849.90 ","$4,290.80 ","$5,849.90 ",20170101
388,DRG,G.I. OBSTRUCTION W MCC,N,"$2,656.19 ","$5,876.46 ","$4,671.71 ","$5,876.46 ",20170101
389,DRG,G.I. OBSTRUCTION W CC,N,"$2,633.94 ","$5,177.31 ","$4,403.45 ","$5,177.31 ",20170101
390,DRG,G.I. OBSTRUCTION W/O CC/MCC,N,"$2,525.01 ","$5,008.08 ","$4,204.62 ","$5,008.08 ",20170101
391,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",N,"$2,653.30 ","$6,280.94 ","$4,478.97 ","$6,280.94 ",20170101
392,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",N,"$2,531.29 ","$6,174.70 ","$4,178.43 ","$6,174.70 ",20170101
393,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,N,"$2,892.41 ","$6,610.40 ","$5,030.77 ","$6,610.40 ",20170101
394,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,N,"$2,793.11 ","$6,067.81 ","$4,658.60 ","$6,067.81 ",20170101
395,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,N,"$3,038.50 ","$7,254.65 ","$4,937.97 ","$7,254.65 ",20170101
405,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",S,"$3,454.73 ","$13,190.47 ","$6,819.62 ","$13,190.47 ",20170101
406,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",S,"$3,643.78 ","$14,480.23 ","$6,735.90 ","$14,480.23 ",20170101
407,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",S,"$3,510.45 ","$15,796.07 ","$6,217.91 ","$15,796.07 ",20170101
408,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,S,"$2,982.99 ","$10,877.42 ","$5,784.11 ","$10,877.42 ",20170101
409,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,S,"$2,967.04 ","$10,477.69 ","$5,302.26 ","$10,477.69 ",20170101
410,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,S,"$3,119.36 ","$12,068.77 ","$5,502.71 ","$12,068.77 ",20170101
411,DRG,CHOLECYSTECTOMY W C.D.E. W MCC,S,"$2,970.10 ","$12,390.94 ","$5,605.31 ","$12,390.94 ",20170101
412,DRG,CHOLECYSTECTOMY W C.D.E. W CC,S,"$2,646.65 ","$11,772.97 ","$5,267.04 ","$11,772.97 ",20170101
413,DRG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,S,"$2,569.50 ","$13,202.77 ","$4,497.76 ","$13,202.77 ",20170101
414,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,S,"$2,747.69 ","$10,904.76 ","$5,278.00 ","$10,904.76 ",20170101
415,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,S,"$2,703.53 ","$10,794.95 ","$4,729.63 ","$10,794.95 ",20170101
416,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,S,"$2,675.80 ","$12,281.70 ","$4,557.51 ","$12,281.70 ",20170101
417,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,S,"$2,737.77 ","$12,247.57 ","$4,988.71 ","$12,247.57 ",20170101
418,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$2,814.27 ","$13,682.02 ","$4,690.90 ","$13,682.02 ",20170101
419,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,S,"$2,835.66 ","$17,133.52 ","$4,484.91 ","$17,133.52 ",20170101
420,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,S,"$2,970.57 ","$10,493.87 ","$5,775.78 ","$10,493.87 ",20170101
421,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,S,"$3,027.17 ","$11,480.84 ","$5,603.91 ","$11,480.84 ",20170101
422,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,S,"$3,242.64 ","$15,720.32 ","$5,628.94 ","$15,720.32 ",20170101
423,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,S,"$3,169.20 ","$9,660.88 ","$5,776.30 ","$9,660.88 ",20170101
424,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,S,"$2,913.64 ","$8,834.00 ","$4,731.04 ","$8,834.00 ",20170101
425,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,S,"$3,380.76 ","$13,870.08 ","$6,325.94 ","$13,870.08 ",20170101
432,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,N,"$2,893.83 ","$7,466.63 ","$5,257.41 ","$7,466.63 ",20170101
433,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,N,"$2,651.47 ","$6,393.24 ","$4,307.60 ","$6,393.24 ",20170101
434,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,N,"$3,369.91 ","$8,334.26 ","$5,711.73 ","$8,334.26 ",20170101
