Version 3.18 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
223,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,S,"$3,315.04 ","$33,959.53 ","$4,752.46 ","$33,959.53 ",20160101
224,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,S,"$3,279.53 ","$26,462.45 ","$5,589.80 ","$26,462.45 ",20160101
225,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,S,"$3,334.05 ","$41,947.28 ","$4,862.32 ","$41,947.28 ",20160101
226,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,S,"$3,285.02 ","$26,728.61 ","$5,350.91 ","$26,728.61 ",20160101
227,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,S,"$3,327.28 ","$52,614.36 ","$4,918.82 ","$52,614.36 ",20160101
228,DRG,OTHER CARDIOTHORACIC PROCEDURES W MCC,S,"$3,064.96 ","$20,332.79 ","$5,992.54 ","$20,332.79 ",20160101
229,DRG,OTHER CARDIOTHORACIC PROCEDURES W CC,S,"$3,051.97 ","$24,407.90 ","$5,666.67 ","$24,407.90 ",20160101
230,DRG,OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,S,"$3,124.49 ","$37,841.30 ","$5,778.86 ","$37,841.30 ",20160101
231,DRG,CORONARY BYPASS W PTCA W MCC,S,"$2,741.18 ","$24,261.16 ","$5,498.60 ","$24,261.16 ",20160101
232,DRG,CORONARY BYPASS W PTCA W/O MCC,S,"$2,816.91 ","$25,956.04 ","$5,191.28 ","$25,956.04 ",20160101
233,DRG,CORONARY BYPASS W CARDIAC CATH W MCC,S,"$3,035.11 ","$18,982.37 ","$5,583.12 ","$18,982.37 ",20160101
234,DRG,CORONARY BYPASS W CARDIAC CATH W/O MCC,S,"$2,847.32 ","$20,312.36 ","$4,981.21 ","$20,312.36 ",20160101
235,DRG,CORONARY BYPASS W/O CARDIAC CATH W MCC,S,"$3,039.96 ","$18,886.56 ","$5,792.74 ","$18,886.56 ",20160101
236,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,S,"$2,817.07 ","$20,613.81 ","$5,103.72 ","$20,613.81 ",20160101
239,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,S,"$2,843.80 ","$9,074.17 ","$4,965.82 ","$9,074.17 ",20160101
240,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,S,"$2,774.11 ","$8,401.41 ","$4,425.38 ","$8,401.41 ",20160101
241,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,S,"$2,002.18 ","$6,921.22 ","$3,435.95 ","$6,921.22 ",20160101
242,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,S,"$3,326.02 ","$16,556.04 ","$5,673.22 ","$16,556.04 ",20160101
243,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,S,"$3,351.38 ","$21,116.00 ","$5,322.61 ","$21,116.00 ",20160101
244,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,S,"$3,038.67 ","$25,652.61 ","$4,797.53 ","$25,652.61 ",20160101
245,DRG,AICD GENERATOR PROCEDURES,S,"$3,318.18 ","$32,500.52 ","$4,942.41 ","$32,500.52 ",20160101
246,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,S,"$3,330.73 ","$26,350.08 ","$5,743.55 ","$26,350.08 ",20160101
247,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,S,"$3,036.46 ","$36,695.01 ","$4,846.41 ","$36,695.01 ",20160101
248,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,S,"$3,088.01 ","$19,836.25 ","$5,520.56 ","$19,836.25 ",20160101
249,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,S,"$3,029.13 ","$30,276.21 ","$5,077.18 ","$30,276.21 ",20160101
250,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,S,"$3,544.00 ","$19,153.04 ","$6,118.10 ","$19,153.04 ",20160101
251,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,S,"$3,244.31 ","$29,634.24 ","$5,233.58 ","$29,634.24 ",20160101
252,DRG,OTHER VASCULAR PROCEDURES W MCC,S,"$2,951.57 ","$13,025.07 ","$5,072.65 ","$13,025.07 ",20160101
253,DRG,OTHER VASCULAR PROCEDURES W CC,S,"$3,098.50 ","$16,285.85 ","$4,924.24 ","$16,285.85 ",20160101
254,DRG,OTHER VASCULAR PROCEDURES W/O CC/MCC,S,"$2,748.25 ","$22,153.48 ","$4,481.89 ","$22,153.48 ",20160101
255,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,S,"$2,810.79 ","$7,646.83 ","$4,560.71 ","$7,646.83 ",20160101
256,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,S,"$2,788.57 ","$6,915.17 ","$4,277.67 ","$6,915.17 ",20160101
257,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,S,"$2,387.92 ","$6,835.46 ","$3,867.77 ","$6,835.46 ",20160101
258,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,S,"$3,183.67 ","$13,363.21 ","$5,058.12 ","$13,363.21 ",20160101
259,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,S,"$3,347.35 ","$18,919.65 ","$4,802.53 ","$18,919.65 ",20160101
260,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,S,"$3,036.78 ","$10,520.68 ","$5,255.77 ","$10,520.68 ",20160101
261,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,S,"$3,039.27 ","$14,270.00 ","$4,877.77 ","$14,270.00 ",20160101
262,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,S,"$3,145.91 ","$18,913.38 ","$5,038.67 ","$18,913.38 ",20160101
263,DRG,VEIN LIGATION & STRIPPING,S,"$2,926.63 ","$10,026.56 ","$4,916.89 ","$10,026.56 ",20160101
264,DRG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,S,"$2,859.07 ","$8,691.13 ","$4,934.43 ","$8,691.13 ",20160101
265,DRG,AICD LEAD PROCEDURES,S,"$2,797.27 ","$21,550.81 ","$4,496.71 ","$21,550.81 ",20160101
266,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,S,"$4,417.52 ","$28,639.78 ","$7,353.15 ","$28,639.78 ",20160101
267,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,S,"$4,055.56 ","$42,419.48 ","$7,241.55 ","$42,419.48 ",20160101
268,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,S,$768.24 ,"$23,567.86 ","$1,424.29 ","$23,567.86 ",20160101
269,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,S,$652.86 ,"$45,933.01 ","$1,104.30 ","$45,933.01 ",20160101
270,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,S,$779.41 ,"$19,336.57 ","$1,458.10 ","$19,336.57 ",20160101
271,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,S,$653.81 ,"$17,763.22 ","$1,115.57 ","$17,763.22 ",20160101
272,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,S,$633.18 ,"$25,566.33 ","$1,081.11 ","$25,566.33 ",20160101
273,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,S,$952.30 ,"$20,168.67 ","$1,580.47 ","$20,168.67 ",20160101
274,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,S,"$1,017.90 ","$39,604.31 ","$1,528.26 ","$39,604.31 ",20160101
280,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",N,"$3,078.95 ","$8,043.37 ","$5,321.64 ","$8,043.37 ",20160101
281,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",N,"$3,395.78 ","$9,875.85 ","$5,557.51 ","$9,875.85 ",20160101
282,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",N,"$3,314.10 ","$12,500.93 ","$5,449.84 ","$12,500.93 ",20160101
283,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",N,"$3,783.43 ","$13,109.35 ","$7,331.25 ","$13,109.35 ",20160101
284,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",N,"$2,649.72 ","$8,989.63 ","$5,129.77 ","$8,989.63 ",20160101
285,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",N,"$2,565.36 ","$10,807.45 ","$5,743.36 ","$10,807.45 ",20160101
286,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",N,"$3,128.50 ","$10,092.80 ","$5,276.13 ","$10,092.80 ",20160101
287,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",N,"$2,982.64 ","$13,642.13 ","$4,603.30 ","$13,642.13 ",20160101
288,DRG,ACUTE & SUBACUTE ENDOCARDITIS W MCC,N,"$2,683.22 ","$5,497.48 ","$4,852.89 ","$5,497.48 ",20160101
289,DRG,ACUTE & SUBACUTE ENDOCARDITIS W CC,N,"$2,829.20 ","$4,766.00 ","$4,374.35 ","$4,766.00 ",20160101
290,DRG,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,N,"$2,670.68 ","$4,937.27 ","$4,604.73 ","$4,937.27 ",20160101
291,DRG,HEART FAILURE & SHOCK W MCC,N,"$2,644.29 ","$5,909.76 ","$4,561.03 ","$5,909.76 ",20160101
292,DRG,HEART FAILURE & SHOCK W CC,N,"$2,650.72 ","$4,888.84 ","$4,365.54 ","$4,888.84 ",20160101
293,DRG,HEART FAILURE & SHOCK W/O CC/MCC,N,"$2,395.67 ","$4,741.14 ","$4,116.24 ","$4,741.14 ",20160101
294,DRG,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,N,"$2,484.16 ","$5,063.10 ","$5,047.84 ","$5,063.10 ",20160101
295,DRG,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,N,"$2,078.53 ","$3,176.82 ","$4,375.91 ","$3,176.82 ",20160101
296,DRG,"CARDIAC ARREST, UNEXPLAINED W MCC",N,"$3,229.92 ","$14,971.17 ","$6,212.24 ","$14,971.17 ",20160101
297,DRG,"CARDIAC ARREST, UNEXPLAINED W CC",N,"$2,417.74 ","$10,273.34 ","$4,860.89 ","$10,273.34 ",20160101
298,DRG,"CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",N,"$2,068.43 ","$7,916.75 ","$4,378.27 ","$7,916.75 ",20160101
299,DRG,PERIPHERAL VASCULAR DISORDERS W MCC,N,"$2,813.81 ","$6,090.30 ","$4,947.72 ","$6,090.30 ",20160101
300,DRG,PERIPHERAL VASCULAR DISORDERS W CC,N,"$2,739.39 ","$5,093.52 ","$4,690.20 ","$5,093.52 ",20160101
301,DRG,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,N,"$2,513.43 ","$4,809.10 ","$4,481.18 ","$4,809.10 ",20160101
302,DRG,ATHEROSCLEROSIS W MCC,N,"$2,900.83 ","$7,021.60 ","$5,115.57 ","$7,021.60 ",20160101
303,DRG,ATHEROSCLEROSIS W/O MCC,N,"$3,146.21 ","$8,090.88 ","$5,349.64 ","$8,090.88 ",20160101
304,DRG,HYPERTENSION W MCC,N,"$2,677.10 ","$6,320.25 ","$4,563.99 ","$6,320.25 ",20160101
305,DRG,HYPERTENSION W/O MCC,N,"$2,739.69 ","$6,737.47 ","$4,352.30 ","$6,737.47 ",20160101
306,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,N,"$3,594.05 ","$6,491.87 ","$5,958.82 ","$6,491.87 ",20160101
307,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,N,"$3,085.94 ","$6,000.93 ","$5,077.18 ","$6,000.93 ",20160101
308,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,N,"$2,840.30 ","$6,159.70 ","$4,655.06 ","$6,159.70 ",20160101
309,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,N,"$2,858.08 ","$6,011.13 ","$4,515.82 ","$6,011.13 ",20160101
310,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,N,"$2,737.80 ","$6,226.54 ","$4,292.34 ","$6,226.54 ",20160101
311,DRG,ANGINA PECTORIS,N,"$2,827.62 ","$7,691.74 ","$4,542.81 ","$7,691.74 ",20160101
312,DRG,SYNCOPE & COLLAPSE,N,"$3,094.52 ","$7,743.28 ","$4,899.85 ","$7,743.28 ",20160101
313,DRG,CHEST PAIN,N,"$3,130.72 ","$9,780.95 ","$4,749.83 ","$9,780.95 ",20160101
314,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,N,"$2,825.55 ","$7,342.76 ","$5,053.80 ","$7,342.76 ",20160101
315,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,N,"$2,844.67 ","$6,652.97 ","$4,835.92 ","$6,652.97 ",20160101
316,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,N,"$2,909.14 ","$7,777.81 ","$4,890.78 ","$7,777.81 ",20160101
326,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",S,"$2,873.68 ","$11,239.91 ","$5,502.30 ","$11,239.91 ",20160101
327,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",S,"$3,127.62 ","$12,248.56 ","$5,763.43 ","$12,248.56 ",20160101
328,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",S,"$2,896.38 ","$17,361.23 ","$5,286.91 ","$17,361.23 ",20160101
329,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,594.44 ","$9,856.90 ","$5,032.02 ","$9,856.90 ",20160101
330,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,742.60 ","$9,764.06 ","$4,820.14 ","$9,764.06 ",20160101
331,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,654.43 ","$12,003.16 ","$4,548.07 ","$12,003.16 ",20160101
332,DRG,RECTAL RESECTION W MCC,S,"$2,805.45 ","$10,894.73 ","$5,350.09 ","$10,894.73 ",20160101
333,DRG,RECTAL RESECTION W CC,S,"$2,892.39 ","$11,359.10 ","$5,000.75 ","$11,359.10 ",20160101
334,DRG,RECTAL RESECTION W/O CC/MCC,S,"$2,760.23 ","$13,209.48 ","$4,664.31 ","$13,209.48 ",20160101
335,DRG,PERITONEAL ADHESIOLYSIS W MCC,S,"$2,735.63 ","$9,698.51 ","$5,224.93 ","$9,698.51 ",20160101
336,DRG,PERITONEAL ADHESIOLYSIS W CC,S,"$2,674.00 ","$8,764.97 ","$4,789.42 ","$8,764.97 ",20160101
337,DRG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,S,"$2,674.30 ","$10,754.29 ","$4,777.95 ","$10,754.29 ",20160101
338,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,411.65 ","$9,322.42 ","$4,664.28 ","$9,322.42 ",20160101
339,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,S,"$2,565.84 ","$9,554.50 ","$4,436.48 ","$9,554.50 ",20160101
340,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,593.12 ","$11,807.65 ","$4,448.96 ","$11,807.65 ",20160101
341,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,739.51 ","$11,862.25 ","$4,699.67 ","$11,862.25 ",20160101
342,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,S,"$2,835.58 ","$15,076.77 ","$4,916.47 ","$15,076.77 ",20160101
343,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,970.51 ","$21,729.89 ","$4,838.95 ","$21,729.89 ",20160101
344,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,805.64 ","$8,813.88 ","$5,171.38 ","$8,813.88 ",20160101
345,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,778.21 ","$8,220.45 ","$4,645.22 ","$8,220.45 ",20160101
346,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,540.45 ","$9,132.57 ","$4,082.93 ","$9,132.57 ",20160101
347,DRG,ANAL & STOMAL PROCEDURES W MCC,S,"$2,533.32 ","$8,347.28 ","$4,786.81 ","$8,347.28 ",20160101
348,DRG,ANAL & STOMAL PROCEDURES W CC,S,"$2,725.72 ","$8,942.51 ","$4,601.03 ","$8,942.51 ",20160101
349,DRG,ANAL & STOMAL PROCEDURES W/O CC/MCC,S,"$2,588.22 ","$10,765.13 ","$4,607.56 ","$10,765.13 ",20160101
350,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,S,"$2,774.88 ","$10,109.54 ","$5,032.16 ","$10,109.54 ",20160101
351,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,S,"$3,261.67 ","$12,418.50 ","$5,499.26 ","$12,418.50 ",20160101
352,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,S,"$3,270.95 ","$16,165.58 ","$5,219.23 ","$16,165.58 ",20160101
353,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,S,"$2,627.28 ","$11,321.66 ","$5,069.77 ","$11,321.66 ",20160101
354,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,S,"$2,737.33 ","$12,123.37 ","$4,869.29 ","$12,123.37 ",20160101
355,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,S,"$2,719.56 ","$14,945.99 ","$4,504.73 ","$14,945.99 ",20160101
356,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,S,"$2,783.71 ","$9,119.99 ","$5,087.51 ","$9,119.99 ",20160101
357,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,S,"$2,801.86 ","$9,840.86 ","$4,861.80 ","$9,840.86 ",20160101
358,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,649.75 ","$12,379.28 ","$4,952.48 ","$12,379.28 ",20160101
368,DRG,MAJOR ESOPHAGEAL DISORDERS W MCC,N,"$2,551.81 ","$7,482.12 ","$4,834.28 ","$7,482.12 ",20160101
369,DRG,MAJOR ESOPHAGEAL DISORDERS W CC,N,"$2,710.13 ","$7,157.48 ","$4,748.18 ","$7,157.48 ",20160101
370,DRG,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,N,"$2,630.38 ","$7,361.43 ","$4,450.21 ","$7,361.43 ",20160101
371,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,N,"$2,793.98 ","$5,634.12 ","$4,694.61 ","$5,634.12 ",20160101
372,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,N,"$2,711.26 ","$4,741.97 ","$4,373.47 ","$4,741.97 ",20160101
373,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,N,"$2,608.70 ","$4,542.51 ","$4,180.77 ","$4,542.51 ",20160101
374,DRG,DIGESTIVE MALIGNANCY W MCC,N,"$3,052.95 ","$6,646.10 ","$5,202.02 ","$6,646.10 ",20160101
375,DRG,DIGESTIVE MALIGNANCY W CC,N,"$2,865.14 ","$6,191.96 ","$4,672.86 ","$6,191.96 ",20160101
376,DRG,DIGESTIVE MALIGNANCY W/O CC/MCC,N,"$2,005.14 ","$5,345.46 ","$3,040.95 ","$5,345.46 ",20160101
377,DRG,G.I. HEMORRHAGE W MCC,N,"$2,834.63 ","$7,721.81 ","$5,157.76 ","$7,721.81 ",20160101
378,DRG,G.I. HEMORRHAGE W CC,N,"$2,725.37 ","$7,034.34 ","$4,823.24 ","$7,034.34 ",20160101
379,DRG,G.I. HEMORRHAGE W/O CC/MCC,N,"$2,674.91 ","$6,649.57 ","$4,645.56 ","$6,649.57 ",20160101
380,DRG,COMPLICATED PEPTIC ULCER W MCC,N,"$2,667.03 ","$7,202.69 ","$4,942.09 ","$7,202.69 ",20160101
381,DRG,COMPLICATED PEPTIC ULCER W CC,N,"$2,500.15 ","$6,551.87 ","$4,441.02 ","$6,551.87 ",20160101
382,DRG,COMPLICATED PEPTIC ULCER W/O CC/MCC,N,"$2,470.76 ","$7,193.39 ","$4,334.24 ","$7,193.39 ",20160101
383,DRG,UNCOMPLICATED PEPTIC ULCER W MCC,N,"$2,663.70 ","$7,732.82 ","$4,576.40 ","$7,732.82 ",20160101
384,DRG,UNCOMPLICATED PEPTIC ULCER W/O MCC,N,"$2,550.39 ","$7,902.41 ","$4,120.17 ","$7,902.41 ",20160101
385,DRG,INFLAMMATORY BOWEL DISEASE W MCC,N,"$2,759.70 ","$6,023.56 ","$4,805.77 ","$6,023.56 ",20160101
386,DRG,INFLAMMATORY BOWEL DISEASE W CC,N,"$2,588.36 ","$5,505.09 ","$4,373.83 ","$5,505.09 ",20160101
387,DRG,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,N,"$2,477.18 ","$5,534.85 ","$4,099.59 ","$5,534.85 ",20160101
388,DRG,G.I. OBSTRUCTION W MCC,N,"$2,587.20 ","$5,863.34 ","$4,566.26 ","$5,863.34 ",20160101
389,DRG,G.I. OBSTRUCTION W CC,N,"$2,537.69 ","$5,059.70 ","$4,305.53 ","$5,059.70 ",20160101
390,DRG,G.I. OBSTRUCTION W/O CC/MCC,N,"$2,501.40 ","$4,993.77 ","$4,152.21 ","$4,993.77 ",20160101
391,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",N,"$2,567.48 ","$6,233.58 ","$4,396.36 ","$6,233.58 ",20160101
392,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",N,"$2,486.57 ","$6,045.11 ","$4,108.51 ","$6,045.11 ",20160101
393,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,N,"$2,810.28 ","$6,489.70 ","$4,908.33 ","$6,489.70 ",20160101
394,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,N,"$2,711.56 ","$5,954.36 ","$4,561.48 ","$5,954.36 ",20160101
395,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,N,"$2,989.48 ","$7,075.55 ","$4,849.95 ","$7,075.55 ",20160101
405,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",S,"$3,196.75 ","$12,561.04 ","$6,350.07 ","$12,561.04 ",20160101
406,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",S,"$3,494.17 ","$13,536.30 ","$6,373.29 ","$13,536.30 ",20160101
407,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",S,"$3,502.49 ","$15,370.79 ","$6,151.65 ","$15,370.79 ",20160101
408,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,S,"$2,675.16 ","$9,664.26 ","$5,136.59 ","$9,664.26 ",20160101
409,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,S,"$2,934.90 ","$10,355.99 ","$5,191.05 ","$10,355.99 ",20160101
410,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,S,"$2,844.00 ","$10,746.90 ","$4,908.07 ","$10,746.90 ",20160101
411,DRG,CHOLECYSTECTOMY W C.D.E. W MCC,S,"$2,579.36 ","$11,086.86 ","$5,025.21 ","$11,086.86 ",20160101
412,DRG,CHOLECYSTECTOMY W C.D.E. W CC,S,"$2,755.99 ","$11,162.05 ","$4,726.62 ","$11,162.05 ",20160101
413,DRG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,S,"$2,567.83 ","$12,850.26 ","$4,527.78 ","$12,850.26 ",20160101
414,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,S,"$2,620.75 ","$10,442.77 ","$5,081.79 ","$10,442.77 ",20160101
415,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,S,"$2,644.15 ","$10,455.76 ","$4,723.62 ","$10,455.76 ",20160101
416,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,S,"$2,537.04 ","$11,605.78 ","$4,369.62 ","$11,605.78 ",20160101
417,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,S,"$2,664.12 ","$11,870.85 ","$4,876.66 ","$11,870.85 ",20160101
418,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$2,747.45 ","$13,312.56 ","$4,572.77 ","$13,312.56 ",20160101
419,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,S,"$2,742.04 ","$16,317.86 ","$4,431.58 ","$16,317.86 ",20160101
420,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,S,"$3,055.36 ","$10,781.15 ","$6,046.69 ","$10,781.15 ",20160101
421,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,S,"$2,998.31 ","$10,740.99 ","$5,600.06 ","$10,740.99 ",20160101
422,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,S,"$3,062.39 ","$14,168.00 ","$5,154.13 ","$14,168.00 ",20160101
423,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,S,"$3,099.61 ","$9,526.76 ","$5,793.08 ","$9,526.76 ",20160101
424,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,S,"$2,903.59 ","$8,632.79 ","$4,743.47 ","$8,632.79 ",20160101
425,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,S,"$2,987.82 ","$11,465.69 ","$5,011.82 ","$11,465.69 ",20160101
432,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,N,"$2,846.43 ","$7,509.04 ","$5,236.15 ","$7,509.04 ",20160101
433,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,N,"$2,628.42 ","$6,289.85 ","$4,247.01 ","$6,289.85 ",20160101
434,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,N,"$2,757.89 ","$6,791.27 ","$4,917.36 ","$6,791.27 ",20160101
