246,TRUE,2010-11-09,VERIFIED,114,ECX*3*129 ,Other,DSS EXTRACTS,,
247,TRUE,2010-11-10,VERIFIED,15,ACKQ*3*16 ,Data Dictionary,Quasar,,
248,TRUE,2010-11-10,VERIFIED,719,DG*5.3*790 ,Routine,REGISTRATION,,
249,TRUE,2010-11-10,VERIFIED,101,EC*2*104,Routine,EVENT CAPTURE,,
250,TRUE,2010-11-10,VERIFIED,115,ECX*3*123,Routine,DSS EXTRACTS,,
251,TRUE,2010-11-10,VERIFIED,392,IB*2*425 ,Routine,INTEGRATED BILLING,installed with DG*5.4*818,
252,TRUE,2010-11-10,VERIFIED,282,PSO*7*322 ,Routine,OUTPATIENT PHARMACY,,
253,TRUE,2010-11-10,VERIFIED,150,PX*1*194,Routine,PCE PATIENT CARE ENCOUNTER,,
254,TRUE,2010-11-10,VERIFIED,465,SD*5.3*556,Routine,SCHEDULING,,
255,TRUE,2010-11-15,VERIFIED,283,OR*3*317,Routine,ORDER ENTRY/RESULTS REPORTING,,
256,TRUE,2010-11-15,VERIFIED,166,SR*3*174,Enhancement,SURGERY,,
257,TRUE,2010-11-16,VERIFIED,55,IBD*3*62,Routine,AUTOMATED INFO SYSTEMS,,
258,TRUE,2010-11-16,VERIFIED,40,PSB*3*51,Routine,BAR CODE MED ADMIN,,
259,TRUE,2010-11-17,VERIFIED,116,ECX*3*128,Routine,DSS EXTRACTS,,
260,TRUE,2010-11-17,VERIFIED,48,ICD*18*50,Routine,DRG GROUPER,,
261,TRUE,2010-11-17,VERIFIED,204,PSJ*5*200,Routine,INPATIENT MEDICATIONS,,
262,TRUE,2010-11-17,VERIFIED,167,SR*3*165,Routine,SURGERY,,
263,TRUE,2010-11-18,VERIFIED,404,IB*2*439,Routine,INTEGRATED BILLING,NO CHARGE FILES INCLUDED,
264,TRUE,2010-11-22,VERIFIED,441,XU*8*545,Sort Template,KERNEL,,
265,TRUE,2010-11-23,VERIFIED,442,XU*8*546,Routine,KERNEL,,
266,TRUE,2010-11-24,VERIFIED,251,PSN*4*259,Routine,NATIONAL DRUG FILE,NDF4P259.KID,
267,TRUE,2010-11-24,VERIFIED,252,PSN*4*260,Routine,NATIONAL DRUG FILE,NDFRP260.KID,
268,TRUE,2010-11-26,VERIFIED,34,GMPL*2*41,Routine,PROBLEM LIST,,
269,TRUE,2010-11-29,VERIFIED,405,IB*2*444,Routine,INTEGRATED BILLING,,
270,TRUE,2010-11-29,VERIFIED,15,MD*1*20,Routine,CLINICAL PROCEDURES,CPGATEWAY.EXE,
271,TRUE,2010-11-29,VERIFIED,41,PSB*3*56,Routine,BAR CODE MED ADMIN,,
272,TRUE,2010-11-30,VERIFIED,466,SD*5.3*561,Routine,SCHEDULING,,
273,FALSE,2010-11-30,VERIFIED,70,MAG*3*66,Routine,IMAGING,,
274,TRUE,2010-11-30,VERIFIED,119,PRC*5.1*140,Routine,IFCAP,,
275,TRUE,2010-12-01,VERIFIED,121,HL*1.6*151,Patch for Patch,HEALTH LEVEL SEVEN,,
276,TRUE,2010-12-02,VERIFIED,467,SD*5.3*559,Routine,SCHEDULING,,
277,TRUE,2010-12-06,VERIFIED,253,PSN*4*265,Routine,NATIONAL DRUG FILE,,NDF4P265.KID
278,TRUE,2010-12-06,VERIFIED,42,PSB*3*50,Routine,BAR CODE MED ADMIN,,
279,TRUE,2010-12-07,VERIFIED,62,PSX*2*71,Enhancement,CMOP,,
280,TRUE,2010-12-07,NEW PACKAGE,,EDP*1,NEW PACKAGE,ER DEPARTMENT INTEGRATION,,
281,TRUE,2010-12-07,VERIFIED,305,PSO*7*330,Routine,OUTPATIENT PHARMACY,,
282,TRUE,2010-12-08,VERIFIED,120,PRC*5.1*145,Routine,IFCAP,,
283,FALSE,2010-12-09,VERIFIED,3,DSIF*3.2*6,Enhancement,FEE BASIS CLAIM SYSTEM,,
284,TRUE,2010-12-14,VERIFIED,240,PRCA*4.5*274,Routine,ACCOUNTS RECEIVABLE,,
285,TRUE,2010-12-14,VERIFIED,319,LR*5.2*403,Routine,LABORATORY,,
286,TRUE,2010-12-14,VERIFIED,117,ECX*3*127,Routine,DSS EXTRACTS,,
287,TRUE,2010-12-14,VERIFIED,468,SD*5.3*568,Routine,SCHEDULING,,
288,TRUE,2010-12-15,VERIFIED,443,XU*8*549,Data Dictionary,KERNEL,
289,TRUE,2010-12-15,VERIFIED,444,XU*8*548,Routine,KERNEL,
290,TRUE,2010-12-16,VERIFIED,445,XU*8*556,Informational,KERNEL,
291,FALSE,2010-12-16,VERIFIED,11,ROR*1.5*11,ENTERED IN ERROR,CLINICAL CASE REGISTRIES,INFORMATION REGARDING DO NOT INSTALL
292,TRUE,2010-12-16,VERIFIED,254,PSN*4*266,Routine,NATIONAL DRUG FILE,NDF4P266.KID
293,TRUE,2010-12-16,VERIFIED,255,PSN*4*267,Routine,NATIONAL DRUG FILE,NDF4P267.KID
294,TRUE,2010-12-16,VERIFIED,139,DVBA*2.7*159,Enhancement,AUTOMATED MED INFO EXCHANGE,
295,TRUE,2010-12-16,VERIFIED,306,PS0*7*358,Data Dictionary,OUTPATIENT PHARMACY,"BPS_1_9_PSO_IB.KID combines patches PSO*7*358, IB*2*434 & BPS*1*9"
296,TRUE,2010-12-16,VERIFIED,406,IB*2*434,Routine,INTEGRATED BILLING,"BPS_1_9_PSO_IB.KID combines patches PSO*7*358, IB*2*434 & BPS*1*9"
297,TRUE,2010-12-16,VERIFIED,9,BPS*1*9,Routine,E CLAIMS MGMT ENGINE,"BPS_1_9_PSO_IB.KID combines patches PSO*7*358, IB*2*434 & BPS*1*9"
298,FALSE,2010-12-17,VERIFIED,21,VBEC*1*22,Informational,BLOOD BANK,CONTROLLED RELEASE FOR VBECS
299,TRUE,2010-12-20,VERIFIED,735,DG*5.3*833,Routine,REGISTRATION,"DG_53_P833.KID combines patches DG*5.3*833, EAS*1*102, & IB*2*441"
300,TRUE,2010-12-20,VERIFIED,83,EAS*1*102,Routine,ENROLLMENT APPLICATION SYSTEM,"DG_53_P833.KID combines patches DG*5.3*833, EAS*1*102, & IB*2*441"
301,TRUE,2010-12-20,VERIFIED,407,IB*2*441,Routine,INTEGRATED BILLING,"DG_53_P833.KID combines patches DG*5.3*833, EAS*1*102, & IB*2*441"
302,TRUE,2010-12-21,VERIFIED,121,PRC*5.1*143,Routine,IFCAP,
303,TRUE,2010-12-21,VERIFIED,241,PRCA*4.5*262,Routine,ACCOUNTS RECEIVABLE,
304,TRUE,2010-12-28,VERIFIED,118,ECX*3*131,Other,DSS EXTRACTS,,
