Version 3.15 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
223,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,S,"$3,184.72 ","$34,577.24 ","$4,592.75 ","$34,577.24 ",20141001
224,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,S,"$3,108.13 ","$26,434.95 ","$5,355.62 ","$26,434.95 ",20141001
225,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,S,"$3,191.21 ","$40,711.43 ","$4,679.00 ","$40,711.43 ",20141001
226,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,S,"$3,299.28 ","$27,936.33 ","$5,434.92 ","$27,936.33 ",20141001
227,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,S,"$3,317.67 ","$59,677.94 ","$4,866.98 ","$59,677.94 ",20141001
228,DRG,OTHER CARDIOTHORACIC PROCEDURES W MCC,S,"$2,961.00 ","$19,904.46 ","$5,762.44 ","$19,904.46 ",20141001
229,DRG,OTHER CARDIOTHORACIC PROCEDURES W CC,S,"$2,904.68 ","$23,174.28 ","$5,318.33 ","$23,174.28 ",20141001
230,DRG,OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,S,"$3,039.53 ","$34,732.05 ","$5,743.76 ","$34,732.05 ",20141001
231,DRG,CORONARY BYPASS W PTCA W MCC,S,"$2,642.79 ","$22,811.83 ","$5,269.88 ","$22,811.83 ",20141001
232,DRG,CORONARY BYPASS W PTCA W/O MCC,S,"$2,583.25 ","$24,039.70 ","$4,877.52 ","$24,039.70 ",20141001
233,DRG,CORONARY BYPASS W CARDIAC CATH W MCC,S,"$2,846.29 ","$18,028.76 ","$5,219.83 ","$18,028.76 ",20141001
234,DRG,CORONARY BYPASS W CARDIAC CATH W/O MCC,S,"$2,741.66 ","$19,621.03 ","$4,794.26 ","$19,621.03 ",20141001
235,DRG,CORONARY BYPASS W/O CARDIAC CATH W MCC,S,"$2,976.39 ","$18,884.59 ","$5,680.47 ","$18,884.59 ",20141001
236,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,S,"$2,671.18 ","$19,744.71 ","$4,871.13 ","$19,744.71 ",20141001
237,DRG,MAJOR CARDIOVASC PROCEDURES W MCC,S,"$2,959.42 ","$16,945.39 ","$5,510.50 ","$16,945.39 ",20141001
238,DRG,MAJOR CARDIOVASC PROCEDURES W/O MCC,S,"$2,529.18 ","$27,333.09 ","$4,452.87 ","$27,333.09 ",20141001
239,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,S,"$2,736.12 ","$8,726.41 ","$4,791.19 ","$8,726.41 ",20141001
240,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,S,"$2,543.97 ","$7,687.67 ","$4,108.22 ","$7,687.67 ",20141001
241,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,S,"$1,976.64 ","$7,009.84 ","$3,447.61 ","$7,009.84 ",20141001
242,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,S,"$3,335.39 ","$16,639.30 ","$5,714.91 ","$16,639.30 ",20141001
243,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,S,"$3,183.05 ","$20,286.83 ","$5,104.19 ","$20,286.83 ",20141001
244,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,S,"$2,969.77 ","$25,556.21 ","$4,676.86 ","$25,556.21 ",20141001
245,DRG,AICD GENERATOR PROCEDURES,S,"$3,411.23 ","$36,090.82 ","$5,050.52 ","$36,090.82 ",20141001
246,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,S,"$3,108.55 ","$25,265.94 ","$5,381.56 ","$25,265.94 ",20141001
247,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,S,"$2,863.46 ","$35,686.41 ","$4,580.53 ","$35,686.41 ",20141001
248,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,S,"$3,086.70 ","$19,669.06 ","$5,520.41 ","$19,669.06 ",20141001
249,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,S,"$2,942.97 ","$28,960.66 ","$4,899.70 ","$28,960.66 ",20141001
250,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,S,"$3,511.68 ","$17,241.22 ","$5,853.64 ","$17,241.22 ",20141001
251,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,S,"$3,760.34 ","$35,167.88 ","$5,797.14 ","$35,167.88 ",20141001
252,DRG,OTHER VASCULAR PROCEDURES W MCC,S,"$2,886.31 ","$12,917.72 ","$4,990.20 ","$12,917.72 ",20141001
253,DRG,OTHER VASCULAR PROCEDURES W CC,S,"$3,006.14 ","$15,967.39 ","$4,845.90 ","$15,967.39 ",20141001
254,DRG,OTHER VASCULAR PROCEDURES W/O CC/MCC,S,"$2,605.32 ","$22,136.17 ","$4,250.99 ","$22,136.17 ",20141001
255,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,S,"$2,702.19 ","$7,111.29 ","$4,395.65 ","$7,111.29 ",20141001
256,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,S,"$2,602.47 ","$6,431.62 ","$4,179.09 ","$6,431.62 ",20141001
257,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,S,"$2,340.08 ","$6,708.13 ","$3,390.04 ","$6,708.13 ",20141001
258,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,S,"$2,967.21 ","$13,230.31 ","$4,798.25 ","$13,230.31 ",20141001
259,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,S,"$2,832.65 ","$17,192.87 ","$4,256.29 ","$17,192.87 ",20141001
260,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,S,"$3,177.14 ","$10,767.58 ","$5,487.13 ","$10,767.58 ",20141001
261,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,S,"$2,777.85 ","$12,995.36 ","$4,537.17 ","$12,995.36 ",20141001
262,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,S,"$2,857.68 ","$16,680.84 ","$4,519.11 ","$16,680.84 ",20141001
263,DRG,VEIN LIGATION & STRIPPING,S,"$2,874.24 ","$10,064.31 ","$4,824.57 ","$10,064.31 ",20141001
264,DRG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,S,"$2,740.79 ","$8,529.90 ","$4,770.83 ","$8,529.90 ",20141001
265,DRG,AICD LEAD PROCEDURES,S,"$2,635.72 ","$21,103.91 ","$4,296.33 ","$21,103.91 ",20141001
266,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,S,"$4,557.60 ","$27,085.50 ","$7,240.02 ","$27,085.50 ",20141001
267,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,S,"$4,140.44 ","$39,194.99 ","$7,135.22 ","$39,194.99 ",20141001
280,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",N,"$3,100.37 ","$8,150.97 ","$5,425.40 ","$8,150.97 ",20141001
281,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",N,"$3,406.32 ","$9,878.65 ","$5,683.37 ","$9,878.65 ",20141001
282,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",N,"$3,410.54 ","$12,746.10 ","$5,744.56 ","$12,746.10 ",20141001
283,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",N,"$3,367.65 ","$11,953.08 ","$6,683.96 ","$11,953.08 ",20141001
284,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",N,"$2,924.13 ","$9,850.92 ","$5,661.90 ","$9,850.92 ",20141001
285,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",N,"$2,418.82 ","$9,876.41 ","$5,291.17 ","$9,876.41 ",20141001
286,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",N,"$3,002.12 ","$10,019.49 ","$5,109.07 ","$10,019.49 ",20141001
287,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",N,"$2,930.97 ","$13,784.12 ","$4,582.50 ","$13,784.12 ",20141001
288,DRG,ACUTE & SUBACUTE ENDOCARDITIS W MCC,N,"$2,445.55 ","$5,199.64 ","$4,460.53 ","$5,199.64 ",20141001
289,DRG,ACUTE & SUBACUTE ENDOCARDITIS W CC,N,"$2,593.54 ","$4,726.28 ","$4,400.38 ","$4,726.28 ",20141001
290,DRG,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,N,"$2,385.22 ","$4,606.63 ","$4,190.67 ","$4,606.63 ",20141001
291,DRG,HEART FAILURE & SHOCK W MCC,N,"$2,539.46 ","$5,831.17 ","$4,440.16 ","$5,831.17 ",20141001
292,DRG,HEART FAILURE & SHOCK W CC,N,"$2,488.87 ","$4,699.17 ","$4,173.57 ","$4,699.17 ",20141001
293,DRG,HEART FAILURE & SHOCK W/O CC/MCC,N,"$2,413.38 ","$4,874.84 ","$4,236.81 ","$4,874.84 ",20141001
294,DRG,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,N,"$2,368.77 ","$4,569.45 ","$4,757.34 ","$4,569.45 ",20141001
295,DRG,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,N,"$1,885.12 ","$2,854.63 ","$3,976.39 ","$2,854.63 ",20141001
296,DRG,"CARDIAC ARREST, UNEXPLAINED W MCC",N,"$2,943.83 ","$13,312.37 ","$5,578.98 ","$13,312.37 ",20141001
297,DRG,"CARDIAC ARREST, UNEXPLAINED W CC",N,"$2,342.19 ","$10,071.28 ","$4,673.26 ","$10,071.28 ",20141001
298,DRG,"CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",N,"$2,044.89 ","$7,659.68 ","$4,399.11 ","$7,659.68 ",20141001
299,DRG,PERIPHERAL VASCULAR DISORDERS W MCC,N,"$2,611.40 ","$5,727.44 ","$4,600.16 ","$5,727.44 ",20141001
300,DRG,PERIPHERAL VASCULAR DISORDERS W CC,N,"$2,566.16 ","$4,759.35 ","$4,392.68 ","$4,759.35 ",20141001
301,DRG,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,N,"$2,351.45 ","$4,442.34 ","$4,206.45 ","$4,442.34 ",20141001
302,DRG,ATHEROSCLEROSIS W MCC,N,"$2,888.93 ","$7,135.33 ","$5,189.13 ","$7,135.33 ",20141001
303,DRG,ATHEROSCLEROSIS W/O MCC,N,"$3,179.39 ","$8,349.00 ","$5,512.49 ","$8,349.00 ",20141001
304,DRG,HYPERTENSION W MCC,N,"$2,715.20 ","$6,323.79 ","$4,602.79 ","$6,323.79 ",20141001
305,DRG,HYPERTENSION W/O MCC,N,"$2,615.97 ","$6,452.31 ","$4,244.70 ","$6,452.31 ",20141001
306,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,N,"$3,222.08 ","$6,186.50 ","$5,475.37 ","$6,186.50 ",20141001
307,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,N,"$2,833.11 ","$5,536.70 ","$4,790.76 ","$5,536.70 ",20141001
308,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,N,"$2,668.65 ","$5,900.46 ","$4,443.95 ","$5,900.46 ",20141001
309,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,N,"$2,697.73 ","$5,790.66 ","$4,326.22 ","$5,790.66 ",20141001
310,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,N,"$2,608.10 ","$6,057.97 ","$4,149.96 ","$6,057.97 ",20141001
311,DRG,ANGINA PECTORIS,N,"$2,494.63 ","$6,965.87 ","$4,332.27 ","$6,965.87 ",20141001
312,DRG,SYNCOPE & COLLAPSE,N,"$2,949.85 ","$7,382.15 ","$4,789.36 ","$7,382.15 ",20141001
313,DRG,CHEST PAIN,N,"$2,943.30 ","$9,124.46 ","$4,560.81 ","$9,124.46 ",20141001
314,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,N,"$2,700.49 ","$7,207.40 ","$4,878.63 ","$7,207.40 ",20141001
315,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,N,"$2,722.93 ","$6,443.98 ","$4,688.11 ","$6,443.98 ",20141001
316,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,N,"$2,577.16 ","$6,946.79 ","$4,427.11 ","$6,946.79 ",20141001
326,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",S,"$2,740.74 ","$10,921.22 ","$5,267.03 ","$10,921.22 ",20141001
327,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",S,"$3,024.02 ","$11,619.03 ","$5,585.60 ","$11,619.03 ",20141001
328,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",S,"$2,788.42 ","$16,720.74 ","$5,290.91 ","$16,720.74 ",20141001
329,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,502.55 ","$9,644.12 ","$4,841.86 ","$9,644.12 ",20141001
330,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,590.56 ","$9,207.53 ","$4,630.83 ","$9,207.53 ",20141001
331,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,534.44 ","$11,166.81 ","$4,406.14 ","$11,166.81 ",20141001
332,DRG,RECTAL RESECTION W MCC,S,"$2,533.64 ","$9,953.89 ","$4,816.22 ","$9,953.89 ",20141001
333,DRG,RECTAL RESECTION W CC,S,"$2,806.89 ","$10,722.66 ","$4,888.60 ","$10,722.66 ",20141001
334,DRG,RECTAL RESECTION W/O CC/MCC,S,"$2,669.25 ","$12,267.39 ","$4,386.62 ","$12,267.39 ",20141001
335,DRG,PERITONEAL ADHESIOLYSIS W MCC,S,"$2,603.54 ","$9,368.57 ","$4,987.66 ","$9,368.57 ",20141001
336,DRG,PERITONEAL ADHESIOLYSIS W CC,S,"$2,610.52 ","$8,629.88 ","$4,664.25 ","$8,629.88 ",20141001
337,DRG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,S,"$2,587.96 ","$10,302.13 ","$4,639.74 ","$10,302.13 ",20141001
338,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,361.71 ","$9,264.71 ","$4,632.94 ","$9,264.71 ",20141001
339,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,S,"$2,414.38 ","$9,051.74 ","$4,361.20 ","$9,051.74 ",20141001
340,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,531.98 ","$11,335.79 ","$4,208.97 ","$11,335.79 ",20141001
341,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,536.13 ","$11,538.86 ","$4,638.45 ","$11,538.86 ",20141001
342,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,S,"$2,728.59 ","$14,254.22 ","$4,728.32 ","$14,254.22 ",20141001
343,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,779.54 ","$20,386.44 ","$4,713.02 ","$20,386.44 ",20141001
344,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,756.40 ","$8,642.99 ","$5,006.50 ","$8,642.99 ",20141001
345,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,626.94 ","$7,758.54 ","$4,488.97 ","$7,758.54 ",20141001
346,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,372.85 ","$8,289.61 ","$3,791.52 ","$8,289.61 ",20141001
347,DRG,ANAL & STOMAL PROCEDURES W MCC,S,"$2,530.37 ","$8,489.25 ","$4,821.25 ","$8,489.25 ",20141001
348,DRG,ANAL & STOMAL PROCEDURES W CC,S,"$2,575.95 ","$8,322.27 ","$4,382.20 ","$8,322.27 ",20141001
349,DRG,ANAL & STOMAL PROCEDURES W/O CC/MCC,S,"$2,393.47 ","$9,765.73 ","$4,144.93 ","$9,765.73 ",20141001
350,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,S,"$2,555.62 ","$9,173.67 ","$4,775.71 ","$9,173.67 ",20141001
351,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,S,"$3,018.46 ","$11,328.00 ","$5,104.06 ","$11,328.00 ",20141001
352,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,S,"$2,994.79 ","$14,618.29 ","$4,734.65 ","$14,618.29 ",20141001
353,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,S,"$2,518.69 ","$10,913.16 ","$4,925.74 ","$10,913.16 ",20141001
354,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,S,"$2,557.98 ","$11,193.29 ","$4,621.03 ","$11,193.29 ",20141001
355,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,S,"$2,661.16 ","$14,487.08 ","$4,556.55 ","$14,487.08 ",20141001
356,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,S,"$2,820.00 ","$9,225.14 ","$5,143.53 ","$9,225.14 ",20141001
357,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,S,"$2,753.52 ","$9,724.95 ","$4,870.49 ","$9,724.95 ",20141001
358,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,558.83 ","$11,816.78 ","$4,656.72 ","$11,816.78 ",20141001
368,DRG,MAJOR ESOPHAGEAL DISORDERS W MCC,N,"$2,735.72 ","$8,037.05 ","$5,184.70 ","$8,037.05 ",20141001
369,DRG,MAJOR ESOPHAGEAL DISORDERS W CC,N,"$2,616.83 ","$7,062.80 ","$4,622.49 ","$7,062.80 ",20141001
370,DRG,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,N,"$2,364.69 ","$6,732.22 ","$4,071.09 ","$6,732.22 ",20141001
371,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,N,"$2,644.44 ","$5,402.22 ","$4,519.66 ","$5,402.22 ",20141001
372,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,N,"$2,650.47 ","$4,598.14 ","$4,329.86 ","$4,598.14 ",20141001
373,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,N,"$2,469.05 ","$4,256.74 ","$4,018.86 ","$4,256.74 ",20141001
374,DRG,DIGESTIVE MALIGNANCY W MCC,N,"$2,952.87 ","$6,565.96 ","$5,138.11 ","$6,565.96 ",20141001
375,DRG,DIGESTIVE MALIGNANCY W CC,N,"$2,881.73 ","$6,194.92 ","$4,740.84 ","$6,194.92 ",20141001
376,DRG,DIGESTIVE MALIGNANCY W/O CC/MCC,N,"$1,790.80 ","$4,819.22 ","$2,909.72 ","$4,819.22 ",20141001
377,DRG,G.I. HEMORRHAGE W MCC,N,"$2,710.74 ","$7,451.15 ","$4,981.68 ","$7,451.15 ",20141001
378,DRG,G.I. HEMORRHAGE W CC,N,"$2,588.11 ","$6,692.66 ","$4,644.83 ","$6,692.66 ",20141001
379,DRG,G.I. HEMORRHAGE W/O CC/MCC,N,"$2,597.71 ","$6,458.51 ","$4,617.78 ","$6,458.51 ",20141001
380,DRG,COMPLICATED PEPTIC ULCER W MCC,N,"$2,583.86 ","$7,062.18 ","$4,888.28 ","$7,062.18 ",20141001
381,DRG,COMPLICATED PEPTIC ULCER W CC,N,"$2,468.22 ","$6,506.07 ","$4,417.17 ","$6,506.07 ",20141001
382,DRG,COMPLICATED PEPTIC ULCER W/O CC/MCC,N,"$2,349.18 ","$6,810.50 ","$4,189.79 ","$6,810.50 ",20141001
383,DRG,UNCOMPLICATED PEPTIC ULCER W MCC,N,"$2,336.17 ","$6,993.47 ","$4,086.33 ","$6,993.47 ",20141001
384,DRG,UNCOMPLICATED PEPTIC ULCER W/O MCC,N,"$2,491.82 ","$7,700.54 ","$4,117.34 ","$7,700.54 ",20141001
385,DRG,INFLAMMATORY BOWEL DISEASE W MCC,N,"$2,552.70 ","$5,688.14 ","$4,625.99 ","$5,688.14 ",20141001
386,DRG,INFLAMMATORY BOWEL DISEASE W CC,N,"$2,455.83 ","$5,336.34 ","$4,318.77 ","$5,336.34 ",20141001
387,DRG,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,N,"$2,417.50 ","$5,467.08 ","$4,077.82 ","$5,467.08 ",20141001
388,DRG,G.I. OBSTRUCTION W MCC,N,"$2,471.76 ","$5,824.43 ","$4,468.54 ","$5,824.43 ",20141001
389,DRG,G.I. OBSTRUCTION W CC,N,"$2,412.17 ","$4,881.20 ","$4,104.43 ","$4,881.20 ",20141001
390,DRG,G.I. OBSTRUCTION W/O CC/MCC,N,"$2,396.95 ","$4,838.50 ","$4,023.46 ","$4,838.50 ",20141001
391,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",N,"$2,485.50 ","$6,143.13 ","$4,334.69 ","$6,143.13 ",20141001
392,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",N,"$2,387.41 ","$5,767.29 ","$3,990.34 ","$5,767.29 ",20141001
393,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,N,"$2,730.15 ","$6,489.92 ","$4,887.77 ","$6,489.92 ",20141001
394,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,N,"$2,609.44 ","$5,750.15 ","$4,420.69 ","$5,750.15 ",20141001
395,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,N,"$2,791.79 ","$6,558.53 ","$4,593.49 ","$6,558.53 ",20141001
405,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",S,"$3,064.51 ","$12,111.69 ","$6,101.88 ","$12,111.69 ",20141001
406,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",S,"$3,314.96 ","$12,833.12 ","$6,129.88 ","$12,833.12 ",20141001
407,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",S,"$3,336.69 ","$14,308.83 ","$5,966.37 ","$14,308.83 ",20141001
408,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,S,"$2,780.56 ","$9,877.25 ","$5,252.52 ","$9,877.25 ",20141001
409,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,S,"$2,711.24 ","$9,251.18 ","$4,802.88 ","$9,251.18 ",20141001
410,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,S,"$2,418.14 ","$9,633.43 ","$4,188.79 ","$9,633.43 ",20141001
411,DRG,CHOLECYSTECTOMY W C.D.E. W MCC,S,"$2,373.21 ","$10,404.69 ","$4,731.66 ","$10,404.69 ",20141001
412,DRG,CHOLECYSTECTOMY W C.D.E. W CC,S,"$2,524.49 ","$10,811.64 ","$4,528.47 ","$10,811.64 ",20141001
413,DRG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,S,"$2,494.88 ","$12,095.88 ","$4,639.26 ","$12,095.88 ",20141001
414,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,S,"$2,523.83 ","$10,225.14 ","$4,958.38 ","$10,225.14 ",20141001
415,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,S,"$2,518.57 ","$9,871.54 ","$4,583.55 ","$9,871.54 ",20141001
416,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,S,"$2,425.55 ","$10,950.99 ","$4,401.19 ","$10,950.99 ",20141001
417,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,S,"$2,545.86 ","$11,529.83 ","$4,723.19 ","$11,529.83 ",20141001
418,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$2,655.00 ","$12,772.49 ","$4,432.50 ","$12,772.49 ",20141001
419,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,S,"$2,608.66 ","$15,357.11 ","$4,220.77 ","$15,357.11 ",20141001
420,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,S,"$2,775.05 ","$9,624.69 ","$5,424.74 ","$9,624.69 ",20141001
421,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,S,"$2,959.47 ","$10,368.17 ","$4,907.89 ","$10,368.17 ",20141001
422,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,S,"$3,086.00 ","$13,329.03 ","$4,942.20 ","$13,329.03 ",20141001
423,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,S,"$2,981.86 ","$9,401.24 ","$5,404.59 ","$9,401.24 ",20141001
424,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,S,"$2,898.35 ","$9,060.67 ","$4,838.84 ","$9,060.67 ",20141001
425,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,S,"$3,053.83 ","$12,504.69 ","$5,352.77 ","$12,504.69 ",20141001
432,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,N,"$2,705.71 ","$7,243.31 ","$4,997.98 ","$7,243.31 ",20141001
433,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,N,"$2,524.18 ","$6,065.18 ","$4,174.74 ","$6,065.18 ",20141001
434,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,N,"$2,672.78 ","$6,391.34 ","$4,659.14 ","$6,391.34 ",20141001
435,DRG,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,N,"$2,932.52 ","$7,489.23 ","$5,068.14 ","$7,489.23 ",20141001
436,DRG,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,N,"$2,790.86 ","$6,639.39 ","$4,588.95 ","$6,639.39 ",20141001
437,DRG,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,N,"$2,109.60 ","$6,456.20 ","$3,287.84 ","$6,456.20 ",20141001
438,DRG,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,N,"$2,410.09 ","$6,774.99 ","$4,464.63 ","$6,774.99 ",20141001
439,DRG,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,N,"$2,286.30 ","$5,486.59 ","$3,901.24 ","$5,486.59 ",20141001
