Version 3.23 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
222,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,S,"$3,779.10 ","$26,045.93 ","$6,306.30 ","$26,045.93 ",20180101
223,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,S,"$3,584.94 ","$34,421.70 ","$5,050.03 ","$34,421.70 ",20180101
224,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,S,"$3,585.89 ","$29,235.27 ","$6,169.60 ","$29,235.27 ",20180101
225,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,S,"$3,530.13 ","$45,408.21 ","$5,385.08 ","$45,408.21 ",20180101
226,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,S,"$3,306.00 ","$26,706.74 ","$5,493.76 ","$26,706.74 ",20180101
227,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,S,"$3,482.88 ","$47,823.57 ","$5,177.41 ","$47,823.57 ",20180101
228,DRG,OTHER CARDIOTHORACIC PROCEDURES W MCC,S,"$3,596.94 ","$24,567.72 ","$6,628.22 ","$24,567.72 ",20180101
229,DRG,OTHER CARDIOTHORACIC PROCEDURES W/O MCC,S,"$3,331.05 ","$31,697.13 ","$6,036.30 ","$31,697.13 ",20180101
231,DRG,CORONARY BYPASS W PTCA W MCC,S,"$3,217.80 ","$26,915.53 ","$6,174.26 ","$26,915.53 ",20180101
232,DRG,CORONARY BYPASS W PTCA W/O MCC,S,"$3,013.36 ","$27,737.95 ","$5,573.74 ","$27,737.95 ",20180101
233,DRG,CORONARY BYPASS W CARDIAC CATH W MCC,S,"$3,198.48 ","$19,956.30 ","$5,850.98 ","$19,956.30 ",20180101
234,DRG,CORONARY BYPASS W CARDIAC CATH W/O MCC,S,"$3,093.56 ","$22,098.10 ","$5,380.71 ","$22,098.10 ",20180101
235,DRG,CORONARY BYPASS W/O CARDIAC CATH W MCC,S,"$3,406.25 ","$19,792.54 ","$6,129.08 ","$19,792.54 ",20180101
236,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,S,"$3,272.21 ","$22,888.67 ","$5,630.16 ","$22,888.67 ",20180101
239,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,S,"$3,013.25 ","$9,328.10 ","$5,165.50 ","$9,328.10 ",20180101
240,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,S,"$2,967.53 ","$8,678.61 ","$4,651.95 ","$8,678.61 ",20180101
241,DRG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,S,"$2,302.18 ","$7,867.57 ","$3,763.21 ","$7,867.57 ",20180101
242,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,S,"$3,543.90 ","$17,899.53 ","$6,074.79 ","$17,899.53 ",20180101
243,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,S,"$3,562.52 ","$22,767.18 ","$5,640.21 ","$22,767.18 ",20180101
244,DRG,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,S,"$3,220.12 ","$27,373.53 ","$5,107.23 ","$27,373.53 ",20180101
245,DRG,AICD GENERATOR PROCEDURES,S,"$3,695.59 ","$31,811.44 ","$5,550.44 ","$31,811.44 ",20180101
246,DRG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,S,"$3,650.37 ","$27,569.87 ","$6,254.05 ","$27,569.87 ",20180101
247,DRG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,S,"$3,284.70 ","$38,933.63 ","$5,243.67 ","$38,933.63 ",20180101
248,DRG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,S,"$3,214.48 ","$21,878.67 ","$5,953.30 ","$21,878.67 ",20180101
249,DRG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,S,"$3,080.17 ","$32,545.55 ","$5,361.25 ","$32,545.55 ",20180101
250,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,S,"$3,289.32 ","$20,189.23 ","$5,895.24 ","$20,189.23 ",20180101
251,DRG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,S,"$3,651.12 ","$32,388.25 ","$5,903.97 ","$32,388.25 ",20180101
252,DRG,OTHER VASCULAR PROCEDURES W MCC,S,"$3,309.38 ","$14,566.35 ","$5,688.01 ","$14,566.35 ",20180101
253,DRG,OTHER VASCULAR PROCEDURES W CC,S,"$3,309.85 ","$17,387.71 ","$5,221.77 ","$17,387.71 ",20180101
254,DRG,OTHER VASCULAR PROCEDURES W/O CC/MCC,S,"$3,053.43 ","$25,246.86 ","$5,102.09 ","$25,246.86 ",20180101
255,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,S,"$2,809.35 ","$7,514.66 ","$4,481.17 ","$7,514.66 ",20180101
256,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,S,"$2,722.58 ","$6,851.20 ","$4,071.07 ","$6,851.20 ",20180101
257,DRG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,S,"$2,677.49 ","$7,551.30 ","$3,895.91 ","$7,551.30 ",20180101
258,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,S,"$3,564.46 ","$15,674.90 ","$5,615.71 ","$15,674.90 ",20180101
259,DRG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,S,"$3,632.68 ","$21,355.17 ","$5,430.36 ","$21,355.17 ",20180101
260,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,S,"$3,492.63 ","$12,024.64 ","$5,809.89 ","$12,024.64 ",20180101
261,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,S,"$3,566.43 ","$16,819.39 ","$5,582.78 ","$16,819.39 ",20180101
262,DRG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,S,"$3,564.44 ","$21,650.62 ","$5,431.50 ","$21,650.62 ",20180101
263,DRG,VEIN LIGATION & STRIPPING,S,"$3,354.24 ","$12,552.28 ","$5,806.91 ","$12,552.28 ",20180101
264,DRG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,S,"$3,648.64 ","$10,467.62 ","$6,071.46 ","$10,467.62 ",20180101
265,DRG,AICD LEAD PROCEDURES,S,"$2,897.91 ","$22,581.29 ","$4,948.17 ","$22,581.29 ",20180101
266,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,S,"$4,922.63 ","$40,210.15 ","$8,605.60 ","$40,210.15 ",20180101
267,DRG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,S,"$4,434.78 ","$54,447.90 ","$7,997.79 ","$54,447.90 ",20180101
268,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,S,"$2,099.97 ","$23,053.94 ","$3,832.99 ","$23,053.94 ",20180101
269,DRG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,S,"$1,857.28 ","$51,321.41 ","$3,219.63 ","$51,321.41 ",20180101
270,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,S,"$2,256.63 ","$19,545.91 ","$4,224.23 ","$19,545.91 ",20180101
271,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,S,"$1,999.53 ","$20,078.67 ","$3,440.62 ","$20,078.67 ",20180101
272,DRG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,S,"$1,978.14 ","$30,571.93 ","$3,409.52 ","$30,571.93 ",20180101
273,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,S,"$2,562.50 ","$19,684.54 ","$4,296.69 ","$19,684.54 ",20180101
274,DRG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,S,"$2,849.98 ","$43,401.28 ","$4,295.67 ","$43,401.28 ",20180101
280,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",N,"$3,567.00 ","$9,405.57 ","$6,162.07 ","$9,405.57 ",20180101
281,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",N,"$3,574.94 ","$10,788.69 ","$5,972.88 ","$10,788.69 ",20180101
282,DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",N,"$3,695.76 ","$14,460.44 ","$6,060.07 ","$14,460.44 ",20180101
283,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",N,"$3,932.38 ","$13,761.67 ","$7,585.55 ","$13,761.67 ",20180101
284,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",N,"$2,943.58 ","$9,653.55 ","$5,481.20 ","$9,653.55 ",20180101
285,DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",N,"$2,363.87 ","$10,590.36 ","$5,643.95 ","$10,590.36 ",20180101
286,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",N,"$3,268.76 ","$10,099.27 ","$5,453.28 ","$10,099.27 ",20180101
287,DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",N,"$3,212.30 ","$14,411.49 ","$4,897.92 ","$14,411.49 ",20180101
288,DRG,ACUTE & SUBACUTE ENDOCARDITIS W MCC,N,"$3,182.84 ","$5,942.74 ","$5,265.42 ","$5,942.74 ",20180101
289,DRG,ACUTE & SUBACUTE ENDOCARDITIS W CC,N,"$3,159.75 ","$4,957.87 ","$4,808.75 ","$4,957.87 ",20180101
290,DRG,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,N,"$2,843.98 ","$4,902.37 ","$4,162.48 ","$4,902.37 ",20180101
291,DRG,HEART FAILURE & SHOCK W MCC,N,"$2,922.54 ","$6,219.55 ","$4,952.37 ","$6,219.55 ",20180101
292,DRG,HEART FAILURE & SHOCK W CC,N,"$2,844.47 ","$5,035.78 ","$4,595.87 ","$5,035.78 ",20180101
293,DRG,HEART FAILURE & SHOCK W/O CC/MCC,N,"$2,707.51 ","$5,254.38 ","$4,603.37 ","$5,254.38 ",20180101
294,DRG,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,N,"$2,963.97 ","$6,276.58 ","$5,719.80 ","$6,276.58 ",20180101
295,DRG,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,N,"$2,036.87 ","$3,435.57 ","$3,751.30 ","$3,435.57 ",20180101
296,DRG,"CARDIAC ARREST, UNEXPLAINED W MCC",N,"$3,505.23 ","$15,954.39 ","$6,619.27 ","$15,954.39 ",20180101
297,DRG,"CARDIAC ARREST, UNEXPLAINED W CC",N,"$2,589.46 ","$11,015.30 ","$5,533.99 ","$11,015.30 ",20180101
298,DRG,"CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",N,"$2,653.75 ","$8,775.12 ","$5,564.86 ","$8,775.12 ",20180101
299,DRG,PERIPHERAL VASCULAR DISORDERS W MCC,N,"$3,261.57 ","$7,034.31 ","$5,628.27 ","$7,034.31 ",20180101
300,DRG,PERIPHERAL VASCULAR DISORDERS W CC,N,"$3,187.47 ","$6,062.68 ","$5,374.50 ","$6,062.68 ",20180101
301,DRG,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,N,"$2,804.24 ","$5,633.56 ","$5,135.75 ","$5,633.56 ",20180101
302,DRG,ATHEROSCLEROSIS W MCC,N,"$3,197.60 ","$7,378.09 ","$5,592.16 ","$7,378.09 ",20180101
303,DRG,ATHEROSCLEROSIS W/O MCC,N,"$3,410.36 ","$8,647.36 ","$5,877.88 ","$8,647.36 ",20180101
304,DRG,HYPERTENSION W MCC,N,"$3,056.45 ","$6,921.35 ","$5,001.17 ","$6,921.35 ",20180101
305,DRG,HYPERTENSION W/O MCC,N,"$2,964.69 ","$7,505.44 ","$4,761.52 ","$7,505.44 ",20180101
306,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,N,"$4,077.11 ","$7,436.15 ","$6,990.75 ","$7,436.15 ",20180101
307,DRG,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,N,"$3,591.69 ","$7,028.72 ","$5,882.00 ","$7,028.72 ",20180101
308,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,N,"$3,193.70 ","$6,759.89 ","$5,172.48 ","$6,759.89 ",20180101
309,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,N,"$3,080.40 ","$6,389.37 ","$4,834.78 ","$6,389.37 ",20180101
310,DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,N,"$2,919.73 ","$6,649.26 ","$4,571.68 ","$6,649.26 ",20180101
311,DRG,ANGINA PECTORIS,N,"$3,110.39 ","$8,008.51 ","$4,784.40 ","$8,008.51 ",20180101
312,DRG,SYNCOPE & COLLAPSE,N,"$3,342.23 ","$8,374.71 ","$5,254.76 ","$8,374.71 ",20180101
313,DRG,CHEST PAIN,N,"$3,391.88 ","$11,028.50 ","$5,071.17 ","$11,028.50 ",20180101
314,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,N,"$3,210.71 ","$8,029.40 ","$5,656.31 ","$8,029.40 ",20180101
315,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,N,"$3,253.91 ","$7,495.24 ","$5,481.90 ","$7,495.24 ",20180101
316,DRG,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,N,"$3,141.36 ","$8,850.68 ","$5,282.66 ","$8,850.68 ",20180101
326,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",S,"$3,164.79 ","$11,872.28 ","$6,034.02 ","$11,872.28 ",20180101
327,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",S,"$3,560.93 ","$13,751.60 ","$6,399.73 ","$13,751.60 ",20180101
328,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",S,"$3,156.01 ","$20,500.13 ","$5,796.82 ","$20,500.13 ",20180101
329,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,883.63 ","$10,634.21 ","$5,483.13 ","$10,634.21 ",20180101
330,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$2,956.13 ","$10,861.08 ","$5,166.98 ","$10,861.08 ",20180101
331,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,798.91 ","$13,926.82 ","$4,732.74 ","$13,926.82 ",20180101
332,DRG,RECTAL RESECTION W MCC,S,"$2,845.07 ","$11,101.92 ","$5,434.01 ","$11,101.92 ",20180101
333,DRG,RECTAL RESECTION W CC,S,"$3,113.27 ","$12,799.84 ","$5,478.45 ","$12,799.84 ",20180101
334,DRG,RECTAL RESECTION W/O CC/MCC,S,"$3,035.63 ","$16,112.16 ","$5,120.93 ","$16,112.16 ",20180101
335,DRG,PERITONEAL ADHESIOLYSIS W MCC,S,"$2,850.16 ","$9,809.69 ","$5,450.52 ","$9,809.69 ",20180101
336,DRG,PERITONEAL ADHESIOLYSIS W CC,S,"$2,926.28 ","$9,469.67 ","$5,116.87 ","$9,469.67 ",20180101
337,DRG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,S,"$2,874.24 ","$11,618.29 ","$5,055.66 ","$11,618.29 ",20180101
338,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,S,"$2,636.35 ","$10,340.36 ","$5,117.90 ","$10,340.36 ",20180101
339,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,S,"$2,821.12 ","$10,525.76 ","$4,794.80 ","$10,525.76 ",20180101
340,DRG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$2,844.47 ","$14,142.40 ","$4,781.78 ","$14,142.40 ",20180101
341,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,S,"$3,024.84 ","$13,442.43 ","$5,331.95 ","$13,442.43 ",20180101
342,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,S,"$3,066.58 ","$16,347.57 ","$5,310.19 ","$16,347.57 ",20180101
343,DRG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,S,"$3,137.56 ","$23,149.57 ","$5,039.45 ","$23,149.57 ",20180101
344,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,S,"$2,956.08 ","$8,845.84 ","$5,407.05 ","$8,845.84 ",20180101
345,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,S,"$3,005.19 ","$8,882.08 ","$4,981.24 ","$8,882.08 ",20180101
346,DRG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,S,"$2,841.13 ","$10,688.55 ","$4,550.44 ","$10,688.55 ",20180101
347,DRG,ANAL & STOMAL PROCEDURES W MCC,S,"$2,944.31 ","$9,266.62 ","$5,354.02 ","$9,266.62 ",20180101
348,DRG,ANAL & STOMAL PROCEDURES W CC,S,"$3,094.41 ","$10,123.85 ","$5,241.40 ","$10,123.85 ",20180101
349,DRG,ANAL & STOMAL PROCEDURES W/O CC/MCC,S,"$2,861.82 ","$12,208.61 ","$5,017.84 ","$12,208.61 ",20180101
350,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,S,"$2,804.20 ","$10,436.19 ","$5,181.61 ","$10,436.19 ",20180101
351,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,S,"$3,365.24 ","$13,359.59 ","$5,667.17 ","$13,359.59 ",20180101
352,DRG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,S,"$3,201.29 ","$17,066.91 ","$5,243.21 ","$17,066.91 ",20180101
353,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,S,"$2,906.91 ","$12,420.17 ","$5,644.17 ","$12,420.17 ",20180101
354,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,S,"$2,916.70 ","$12,939.92 ","$5,206.69 ","$12,939.92 ",20180101
355,DRG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,S,"$2,982.58 ","$16,950.02 ","$5,038.78 ","$16,950.02 ",20180101
356,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,S,"$3,295.23 ","$10,891.93 ","$5,915.19 ","$10,891.93 ",20180101
357,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,S,"$3,181.58 ","$11,614.87 ","$5,547.90 ","$11,614.87 ",20180101
358,DRG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,914.72 ","$13,590.95 ","$4,959.82 ","$13,590.95 ",20180101
368,DRG,MAJOR ESOPHAGEAL DISORDERS W MCC,N,"$3,222.25 ","$8,977.01 ","$5,949.43 ","$8,977.01 ",20180101
369,DRG,MAJOR ESOPHAGEAL DISORDERS W CC,N,"$2,924.04 ","$7,959.65 ","$5,172.70 ","$7,959.65 ",20180101
370,DRG,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,N,"$2,987.20 ","$8,441.17 ","$5,099.87 ","$8,441.17 ",20180101
371,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,N,"$2,943.00 ","$5,714.42 ","$4,920.29 ","$5,714.42 ",20180101
372,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,N,"$2,933.31 ","$5,072.19 ","$4,729.60 ","$5,072.19 ",20180101
373,DRG,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,N,"$2,779.65 ","$5,034.63 ","$4,524.38 ","$5,034.63 ",20180101
374,DRG,DIGESTIVE MALIGNANCY W MCC,N,"$3,513.08 ","$7,127.49 ","$5,780.73 ","$7,127.49 ",20180101
375,DRG,DIGESTIVE MALIGNANCY W CC,N,"$3,272.65 ","$6,962.95 ","$5,123.20 ","$6,962.95 ",20180101
376,DRG,DIGESTIVE MALIGNANCY W/O CC/MCC,N,"$2,407.16 ","$7,116.28 ","$3,815.81 ","$7,116.28 ",20180101
377,DRG,G.I. HEMORRHAGE W MCC,N,"$3,152.30 ","$8,358.36 ","$5,626.67 ","$8,358.36 ",20180101
378,DRG,G.I. HEMORRHAGE W CC,N,"$2,960.98 ","$7,610.88 ","$5,135.53 ","$7,610.88 ",20180101
379,DRG,G.I. HEMORRHAGE W/O CC/MCC,N,"$2,819.63 ","$7,146.14 ","$4,793.37 ","$7,146.14 ",20180101
380,DRG,COMPLICATED PEPTIC ULCER W MCC,N,"$2,927.53 ","$7,410.56 ","$5,242.47 ","$7,410.56 ",20180101
381,DRG,COMPLICATED PEPTIC ULCER W CC,N,"$2,874.27 ","$7,382.94 ","$5,038.22 ","$7,382.94 ",20180101
382,DRG,COMPLICATED PEPTIC ULCER W/O CC/MCC,N,"$2,782.60 ","$8,064.15 ","$4,607.80 ","$8,064.15 ",20180101
383,DRG,UNCOMPLICATED PEPTIC ULCER W MCC,N,"$2,812.64 ","$7,914.61 ","$4,718.60 ","$7,914.61 ",20180101
384,DRG,UNCOMPLICATED PEPTIC ULCER W/O MCC,N,"$2,798.21 ","$8,661.22 ","$4,601.80 ","$8,661.22 ",20180101
385,DRG,INFLAMMATORY BOWEL DISEASE W MCC,N,"$2,975.51 ","$6,108.36 ","$4,990.98 ","$6,108.36 ",20180101
386,DRG,INFLAMMATORY BOWEL DISEASE W CC,N,"$2,863.68 ","$6,013.97 ","$4,776.90 ","$6,013.97 ",20180101
387,DRG,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,N,"$2,716.19 ","$5,988.91 ","$4,310.83 ","$5,988.91 ",20180101
388,DRG,G.I. OBSTRUCTION W MCC,N,"$2,836.48 ","$6,111.39 ","$4,948.76 ","$6,111.39 ",20180101
389,DRG,G.I. OBSTRUCTION W CC,N,"$2,774.41 ","$5,394.51 ","$4,604.33 ","$5,394.51 ",20180101
390,DRG,G.I. OBSTRUCTION W/O CC/MCC,N,"$2,678.59 ","$5,323.61 ","$4,491.61 ","$5,323.61 ",20180101
391,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",N,"$2,846.16 ","$6,643.34 ","$4,780.81 ","$6,643.34 ",20180101
392,DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",N,"$2,668.18 ","$6,541.70 ","$4,425.97 ","$6,541.70 ",20180101
393,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,N,"$3,173.20 ","$7,089.34 ","$5,446.60 ","$7,089.34 ",20180101
394,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,N,"$3,000.78 ","$6,496.14 ","$5,028.62 ","$6,496.14 ",20180101
395,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,N,"$3,342.80 ","$8,007.28 ","$5,419.74 ","$8,007.28 ",20180101
405,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",S,"$3,563.11 ","$13,690.14 ","$6,889.52 ","$13,690.14 ",20180101
406,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",S,"$3,836.28 ","$15,432.39 ","$6,944.29 ","$15,432.39 ",20180101
407,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",S,"$3,609.87 ","$16,875.80 ","$6,264.99 ","$16,875.80 ",20180101
408,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,S,"$3,203.74 ","$11,210.27 ","$6,197.89 ","$11,210.27 ",20180101
409,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,S,"$3,466.60 ","$12,525.51 ","$6,228.33 ","$12,525.51 ",20180101
410,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,S,"$3,322.14 ","$13,706.04 ","$5,628.61 ","$13,706.04 ",20180101
411,DRG,CHOLECYSTECTOMY W C.D.E. W MCC,S,"$2,669.37 ","$11,942.00 ","$5,230.77 ","$11,942.00 ",20180101
412,DRG,CHOLECYSTECTOMY W C.D.E. W CC,S,"$2,833.59 ","$13,445.61 ","$5,314.88 ","$13,445.61 ",20180101
413,DRG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,S,"$2,686.81 ","$15,225.64 ","$4,661.42 ","$15,225.64 ",20180101
414,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,S,"$3,014.64 ","$11,908.46 ","$5,686.08 ","$11,908.46 ",20180101
415,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,S,"$2,909.35 ","$12,000.45 ","$5,174.61 ","$12,000.45 ",20180101
416,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,S,"$2,792.17 ","$13,222.61 ","$4,683.90 ","$13,222.61 ",20180101
417,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,S,"$2,845.92 ","$12,712.16 ","$5,182.37 ","$12,712.16 ",20180101
418,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$2,969.43 ","$14,681.06 ","$4,975.49 ","$14,681.06 ",20180101
419,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,S,"$2,931.32 ","$17,930.32 ","$4,592.24 ","$17,930.32 ",20180101
420,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,S,"$3,364.51 ","$11,848.49 ","$6,708.85 ","$11,848.49 ",20180101
421,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,S,"$3,423.28 ","$12,985.68 ","$6,419.66 ","$12,985.68 ",20180101
422,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,S,"$3,516.96 ","$17,250.31 ","$6,480.96 ","$17,250.31 ",20180101
423,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,S,"$3,202.58 ","$10,163.88 ","$6,045.81 ","$10,163.88 ",20180101
424,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,S,"$3,262.63 ","$10,062.39 ","$5,249.03 ","$10,062.39 ",20180101
425,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,S,"$3,421.96 ","$15,060.13 ","$5,900.68 ","$15,060.13 ",20180101
432,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,N,"$3,086.92 ","$7,787.16 ","$5,575.32 ","$7,787.16 ",20180101
433,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,N,"$2,843.77 ","$6,624.93 ","$4,673.21 ","$6,624.93 ",20180101
