Sta #,VA Facility Location,ZIP 3,PBN,,,,,,,
565GC,"WILMINGTON, NC",284,3,,,,,,,
565GD,"HAMLET, NC",283,2,,,,,,,
565GE,"PEMBROKE, NC (ROBESON COUNTY CBOC)",283,2,,,,,,,
565GH,"BRUNSWICK COUNTY VA CLINIC, NC",284,3,,,,,,,
565GI,"VILLAGE GREEN VA CLINIC, NC",283,2,,,,,,,
565MA,"SEYMOUR JOHNSON AFB, NC (DES)",275,2,,,,,,,
565MB,"FT BRAGG, NC (DES)",283,2,,,,,,,
565MC,"FT BRAGG, NC (DES) (FORT POPE)",283,2,,,,,,,
565MD,"CAMP LEJUNE, NC (DES)",285,2,,,,,,,
565QA,"ROBESON STREET VA CLINIC,NC",283,2,,,,,,,
5659AA,FAYETTEVILLE VA COMMUNITY LIVING CENTER,283,1,,,,,,,
568,"FORT MEADE, SD",577,1,,,,,,,
568A4,"HOT SPRINGS, SD",577,1,,,,,,,
568GA,"RAPID CITY, SD",577,2,,,,,,,
568GB,"PIERRE, SD",575,3,,,,,,,
568HA,"NEWCASTLE, WY",827,3,,,,,,,
568HB,"RUSHVILLE, NE",693,3,,,,,,,
568HF,"PINE RIDGE, SD",577,3,,,,,,,
568HH,"SCOTTSBLUFF, NE",693,3,,,,,,,
568HJ,"MISSION, SD",575,3,,,,,,,
568HK,"MCLAUGHLIN, SD",576,2,,,,,,,
568HM,"EAGLE BUTTE, SD",576,3,,,,,,,
568HP,"WINNER, SD",575,3,,,,,,,
568MA,"FORT MEADE, SD (DES)",577,2,,,,,,,
570,"FRESNO, CA",937,1,,,,,,,
570GA,"MERCED, CA",953,3,,,,,,,
570GB,"TULARE, CA",932,3,,,,,,,
570GC,"OAKHURST, CA",936,3,,,,,,,
570MA,"LEMOORE, CA (DES)",937,2,,,,,,,
573,"GAINESVILLE, FL",326,1,,,,,,,
573A4,"LAKE CITY, FL",320,1,,,,,,,
573BU,"GAINESVILLE, FL (DOM)",326,2,,,,,,,
573BY,"JACKSONVILLE, FL",322,2,,,,,,,
573GA,"VALDOSTA, GA",316,3,,,,,,,
573GD,"OCALA, FL",344,2,,,,,,,
573GE,"SAINT AUGUSTINE, FL",320,3,,,,,,,
573GF,"TALLAHASSEE, FL",323,3,,,,,,,
573GG,"LECANTO, FL",344,3,,,,,,,
573GI,"THE VILLAGES, FL",321,3,,,,,,,
573GJ,"ST. MARY'S, GA",315,3,,,,,,,
573GK,"MARIANNA, FL",324,3,,,,,,,
573GL,"PALATKA, FL",321,3,,,,,,,
573MA,"GAINESVILLE, FL (DES)(NAVAL HOSPITAL)",326,2,,,,,,,
573MB,"GAINESVILLE, FL (DES)(MOODY AIR FORCE BASE)",326,2,,,,,,,
575,"GRAND JUNCTION, CO",815,1,,,,,,,
575GA,"MONTROSE, CO",814,2,,,,,,,
575GB,"GRAND JUNCTION, CO (TELE-HEALTH)",815,3,,,,,,,
578,"HINES, IL",601,1,,,,,,,
578GA,"JOLIET, IL",604,2,,,,,,,
578GC,"BOURBONNAIS, IL (KANKAKEE COUNTY CBOC)",609,3,,,,,,,
578GD,"AURORA, IL",605,2,,,,,,,
578GE,"ELGIN, IL",601,2,,,,,,,
578GF,"LA SALLE, IL",613,3,,,,,,,
578GG,"OAK LAWN, IL",604,2,,,,,,,
580,"HOUSTON, TX",770,1,,,,,,,
580BU,"HOUSTON, TX (DOMICILLARY)",770,2,,,,,,,
580BY,"BEAUMONT, TX",777,3,,,,,,,
580BZ,"LUFKIN, TX",759,3,,,,,,,
580GC,"GALVESTON (ISLAND), TX",775,3,,,,,,,
580GD,"CONROE,TX",773,3,,,,,,,
580GE,"KATY, TX",774,2,,,,,,,
580GF,"LAKE JACKSON, TX",775,3,,,,,,,
580GG,"RICHMOND, TX",774,2,,,,,,,
580GH,"TOMBALL, TX",773,2,,,,,,,
581,"HUNTINGTON, WV",257,1,,,,,,,
581GA,"PRESTONSBURG, KY",416,3,,,,,,,
581GB,"CHARLESTON, WV",253,3,,,,,,,
583,"INDIANAPOLIS, IN",462,1,,,,,,,
583GA,"TERRE HAUTE, IN",478,3,,,,,,,
583GB,"BLOOMINGTON, IN",474,3,,,,,,,
583GC,"MARTINSVILLE, IN",461,2,,,,,,,
585,"IRON MOUNTAIN, MI",498,1,,,,,,,
585GA,"HANCOCK, MI",499,3,,,,,,,
585GB,"RHINELANDER, WI",545,3,,,,,,,
585GC,"MENOMINEE, MI",498,3,,,,,,,
585GD,"IRONWOOD, MI",499,3,,,,,,,
585HA,"MARQUETTE, MI",498,3,,,,,,,
585HB,"SAULT SAINTE MARIE, MI",497,3,,,,,,,
586,"JACKSON, MS",392,1,,,,,,,
586GA,"KOSCIUSKO, MS",390,3,,,,,,,
586GB,"MERIDIAN, MS",393,3,,,,,,,
586GC,"GREENVILLE, MS",387,3,,,,,,,
586GD,"HATTIESBURG, MS",394,3,,,,,,,
586GE,"NATCHEZ, MS",391,3,,,,,,,
586GF,"COLUMBUS, MS",397,3,,,,,,,
586GG,"MCCOMB, MS",396,3,,,,,,,
586MA,"JACKSON, MS (DES) (MERIDIAN NAVAL)",392,2,,,,,,,
589,"KANSAS CITY, MO",641,1,,,,,,,
589A4,"COLUMBIA, MO",652,1,,,,,,,
589A5,"TOPEKA, KS (EASTERN KANSAS HCS)",666,1,,,,,,,
589A6,"LEAVENWORTH, KS",660,1,,,,,,,
589A7,"WICHITA, KS (VAMC)",672,1,,,,,,,
589DQ,"WICHITA, KS (NON-VA HOSPITALS)",627,1,,,,,,,
589DS,"KANSAS CITY, KS (NON-VA HOSPITALS)",641,1,,,,,,,
589G1,"WARRENSBURG, MO",640,3,,,,,,,
589G2,"FT. DODGE, KS",678,3,,,,,,,
589G3,"LIBERAL, KS",679,3,,,,,,,
589G4,"HAYS, KS",676,3,,,,,,,
589G5,"PARSONS, KS",673,3,,,,,,,
589G7,"HUTCHINSON, KS",675,3,,,,,,,
589G8,"JEFFERSON CITY, MO",651,2,,,,,,,
589G9,"FT. RILEY, KS (CBOC)",664,3,,,,,,,
589GB,"BELTON, MO",640,2,,,,,,,
589GC,"PAOLA, KS",660,3,,,,,,,
589GD,"NEVADA, MO",647,3,,,,,,,
589GE,"KIRKSVILLE, MO",635,3,,,,,,,
589GF,"FORT LEONARD WOOD, MO",655,3,,,,,,,
589GH,"CAMDENTON, MO",650,3,,,,,,,
589GI,"SAINT JOSEPH, MO",645,2,,,,,,,
589GJ,"KANSAS CITY, KS (WYANDOTTE CBOC)",661,2,,,,,,,
589GM,"CHANUTE, KS",667,2,,,,,,,
589GN,"EMPORIA, KS",668,2,,,,,,,
589GP,"GARNETT, KS",660,2,,,,,,,
589GR,"JUNCTION CITY, KS",664,2,,,,,,,
589GT,"SENECA, KS",665,3,,,,,,,
589GU,"LAWRENCE, KS",660,2,,,,,,,
589GV,"FORT SCOTT, KS",667,3,,,,,,,
589GW,"SALINA, KS",674,3,,,,,,,
589GX,"MEXICO, MO",652,2,,,,,,,
589GY,"SAINT JAMES, MO",655,3,,,,,,,
589GZ,"CAMERON, MO",644,3,,,,,,,
589HK,"KANSAS CITY, MO (MOC)",641,2,,,,,,,
589JA,"SEDALIA, MO",653,3,,,,,,,
589JB,"EXCELSIOR SPRINGS, MO",640,2,,,,,,,
589JD,MARSHFIELD MO CBOC,657,3,,,,,,,
589MA,"FT. RILEY, KS (DES)",664,2,,,,,,,
589MB,"WICHITA, KS (DES)",672,2,,,,,,,
589MC,"KANSAS CITY, MO (DES)",641,2,,,,,,,
589MD,"LEAVENWORTH, KS (DES)",660,2,,,,,,,
589ME,"FORT LEONARD WOOD, MO (DES)",654,2,,,,,,,
589PC,"COLUMBIA, MO (PRRTP/CWT)",652,1,,,,,,,
589PD,"TOPEKA, KS (PRRTP/CWT)",666,1,,,,,,,
590,"HAMPTON, VA",236,1,,,,,,,
590GA,"NORFOLK, VA",235,2,,,,,,,
590GB,"VIRGINIA BEACH, VA",234,2,,,,,,,
590GC,"ELIZABETH CITY, NC",279,3,,,,,,,
590MA,"PORTSMOUTH, VA (DES)",237,2,,,,,,,
590MB,"LANGLEY AFB, VA (DES)",236,2,,,,,,,
590MC,"FORT EUSTIS, VA (DES)",236,2,,,,,,,
590QB,"HAMPTON CITY COUNTY VA MOBILE CLINIC, NC",236,2,,,,,,,
593,"LAS VEGAS, NV",891,1,,,,,,,
593GC,"PAHRUMP, NV",890,3,,,,,,,
593GD,"LAS VEGAS, NV (PCC NORTHWEST)",891,2,,,,,,,
593GE,"HENDERSON, NV (PCC SOUTHEAST)",890,2,,,,,,,
593GF,"LAS VEGAS, NV (PCC SOUTHWEST)",891,2,,,,,,,
593GG,"LAS VEGAS, NV (PCC NORTHEAST)",891,2,,,,,,,
593GH,"VA LAUGHLIN CLINIC, LAUGHLIN, NV",890,3,,,,,,,
593MA,"LAS VEGAS, NV (DES)",891,2,,,,,,,
595,"LEBANON, PA",170,1,,,,,,,
595GA,"CAMP HILL, PA",170,2,,,,,,,
595GC,"LANCASTER, PA",176,2,,,,,,,
595GD,"READING, PA",196,2,,,,,,,
595GE,"YORK, PA",174,2,,,,,,,
595GF,"POTTSVILLE, PA (SCHUYLKILL)",179,2,,,,,,,
595QA,"FORT INDIANTOWN GAP VA CLINIC, PA",170,2,,,,,,,
596,"LEXINGTON, KY (LEESTOWN)",405,1,,,,,,,
596A0,"LEXINGTON, KY (COOPER DRIVE)",405,1,,,,,,,
596GA,"SOMERSET, KY",425,3,,,,,,,
596GB,"MOREHEAD, KY (CBOC)",403,3,,,,,,,
596GC,"HAZARD, KY (CBOC)",417,3,,,,,,,
596GD,"BEREA, KY",404,2,,,,,,,
598,"LITTLE ROCK, AR",722,1,,,,,,,
598A0,"NORTH LITTLE ROCK, AR",721,1,,,,,,,
598GA,"MOUNTAIN HOME, AR",726,3,,,,,,,
598GB,"EL DORADO, AR",717,3,,,,,,,
598GC,"HOT SPRINGS, AR",719,3,,,,,,,
598GD,"MENA, AR (CBOC)",719,3,,,,,,,
598GE,"PINE BLUFF, AR",716,3,,,,,,,
598GF,"SEARCY, AR",721,2,,,,,,,
598GG,"CONWAY, AR",720,2,,,,,,,
598GH,"RUSSELLVILLE, AR",728,3,,,,,,,
598MA,"NORTH LITTLE ROCK, AR (DES)",721,2,,,,,,,
600,"LONG BEACH, CA",908,1,,,,,,,
600GA,"ANAHEIM, CA",928,2,,,,,,,
600GB,"SANTA ANA, CA",927,2,,,,,,,
600GC,"LONG BEACH, CA (CBOC)",908,2,,,,,,,
600GD,"SANTA FE SPRINGS, CA",906,2,,,,,,,
600GE,"LAGUNA HILLS, CA",908,2,,,,,,,
603,"LOUISVILLE, KY",402,1,,,,,,,
603GA,"FORT KNOX, KY",401,2,,,,,,,
603GB,"NEW ALBANY, IN",471,2,,,,,,,
603GC,"LOUISVILLE, KY (CBOC)",402,2,,,,,,,
603GD,"LOUISVILLE, KY (DUPONT CBOC)",402,2,,,,,,,
603GE,"LOUISVILLE, KY (NEWBURG CBOC)",402,2,,,,,,,
603GF,"CLARKSON, KY",427,3,,,,,,,
603GG,"SCOTTSBURG, IN",471,2,,,,,,,
603GH,"CARROLLTON, KY",410,2,,,,,,,
603MA,"FORT KNOX, KY (DES)",401,2,,,,,,,
603PB,"LOUISVILLE, KY (SARRTP)",402,2,,,,,,,
605,"LOMA LINDA, CA",923,1,,,,,,,
605GA,"VICTORVILLE, CA",923,2,,,,,,,
605GB,"MURRIETA, CA",925,2,,,,,,,
605GC,"PALM DESERT, CA",922,3,,,,,,,
605GD,"CORONA, CA",928,2,,,,,,,
605GE,"RANCHO CUCAMONGA, CA",917,2,,,,,,,
605MA,"LOMA LINDA, (DES) (CA 29 PALMS) ",923,2,,,,,,,
605MB,"LOMA LINDA, (DES) (CA FORT IRWIN) ",923,2,,,,,,,
607,"MADISON, WI",537,1,,,,,,,
607GC,"JANESVILLE, WI",535,3,,,,,,,
607GD,"BARABOO, WI",539,2,,,,,,,
607GE,"BEAVER DAM, WI",539,3,,,,,,,
607GF,"FREEPORT, IL (CBOC)",610,3,,,,,,,
607HA,"ROCKFORD, IL",611,3,,,,,,,
6079AA,"MADISON VA COMMUNITY LIVING CENTER, WI",537,1,,,,,,,
608,"MANCHESTER, NH",031,1,,,,,,,
608GA,"PORTSMOUTH, NH",038,2,,,,,,,
608GC,"SOMERSWORTH, NH",038,2,,,,,,,
608GD,"CONWAY, NH",038,3,,,,,,,
608HA,"TILTON, NH",032,2,,,,,,,
608MA,"MANCHESTER, NH (DES)",030,2,,,,,,,
610,"MARION, IN",469,1,,,,,,,
610A4,"FORT WAYNE, IN",468,1,,,,,,,
610GA,"SOUTH BEND, IN",466,3,,,,,,,
610GB,"MUNCIE, IN",473,2,,,,,,,
610GC,"GOSHEN, IN",465,3,,,,,,,
610GD,"PERU, IN",469,2,,,,,,,
610PB,"MARION, IN (PRRTP)",469,2,,,,,,,
612,"MARTINEZ, CA",945,1,,,,,,,
612A4,"SACRAMENTO, CA (MATHER AFB)",958,1,,,,,,,
612B4,"REDDING, CA",960,3,,,,,,,
612BY,"OAKLAND, CA",946,2,,,,,,,
612CZ,"TRAVIS AFB, CA",945,2,,,,,,,
612GD,"FAIRFIELD, CA",945,2,,,,,,,
612GE,"MARE ISLAND, CA",945,2,,,,,,,
612GF,"MARTINEZ, CA (CBOC)",945,2,,,,,,,
612GG,"CHICO, CA",959,3,,,,,,,
612GH,"MCCLELLAN AFB, CA",956,2,,,,,,,
612GI,"YUBA CITY, CA",959,3,,,,,,,
612MA,"MCCLELLAN PARK, CA (DES)",956,2,,,,,,,
613,"MARTINSBURG, WV",254,1,,,,,,,
613GA,"CUMBERLAND, MD",215,3,,,,,,,
613GB,"HAGERSTOWN, MD",217,2,,,,,,,
613GC,"WINCHESTER, VA (STEPHENS CITY CBOC)",226,2,,,,,,,
613GD,"FRANKLIN, WV",268,3,,,,,,,
613GE,"PETERSBURG, WV",268,3,,,,,,,
613GF,"HARRISONBURG, VA",228,3,,,,,,,
613GG,"FREDERICK, MD (FT DETRICK)",217,2,,,,,,,
614,"MEMPHIS, TN",381,1,,,,,,,
614GA,"TUPELO, MS",388,3,,,,,,,
614GB,"JONESBORO, AR",724,3,,,,,,,
614GC,"MARSHALL COUNTY CBOC, MS",386,3,,,,,,,
614GD,"SAVANNAH, TN",383,3,,,,,,,
614GE,"MEMPHIS, TN (COVINGTON)",381,2,,,,,,,
614GF,"MEMPHIS, TN (SOUTH)",381,2,,,,,,,
614GG,"JACKSON, TN",383,3,,,,,,,
614GI,"DYERSBURG, TN",380,3,,,,,,,
614GM,"MT. PLEASANT, MS",386,3,,,,,,,
614GN,"HELENA, AR",723,3,,,,,,,
614MA,"MEMPHIS, TN (DES)",381,2,,,,,,,
618,"MINNEAPOLIS, MN",554,1,,,,,,,
618BY,"TWIN PORTS, WI",548,3,,,,,,,
618GA,"ST. JAMES, MN (SOUTH CENTRAL CBOC)",560,3,,,,,,,
618GB,"HIBBING, MN",557,3,,,,,,,
618GD,"SAINT PAUL, MN",551,2,,,,,,,
618GE,"CHIPPEWA FALLS, WI (C. VALLEY CBOC)",547,3,,,,,,,
618GG,"ROCHESTER, MN",559,3,,,,,,,
618GH,"HAYWARD, WI",548,3,,,,,,,
618GI,"RAMSEY, MN",553,2,,,,,,,
618GJ,"SHAKOPEE, MN",553,2,,,,,,,
618GK,"ALBERT LEA, MN",560,3,,,,,,,
619,"MONTGOMERY, AL",361,1,,,,,,,
619A4,"TUSKEGEE, AL",360,1,,,,,,,
619GA,"COLUMBUS, GA",319,3,,,,,,,
619GB,"DOTHAN, AL",363,3,,,,,,,
619GE,"MONROEVILLE, AL",364,3,,,,,,,
619GD,"FT. RUCKER, AL",363,3,,,,,,,
619MA,"MAXWELL AFB, AL (DES)",361,2,,,,,,,
619QA,"HOUSTON COUNTY VA CLINIC, AL",363,3,,,,,,,
620,"MONTROSE, NY",105,1,,,,,,,
620A4,"CASTLE POINT, NY",125,1,,,,,,,
620BU,"MONTROSE, NY (DOMICILIARY)",105,2,,,,,,,
620GA,"NEW CITY, NY",109,2,,,,,,,
620GB,"CARMEL, NY",105,2,,,,,,,
620GD,"GOSHEN, NY",109,2,,,,,,,
620GE,"PORT JERVIS, NY",127,3,,,,,,,
620GF,"HARRIS, NY",127,3,,,,,,,
620GG,"POUGHKEEPSIE, NY",126,2,,,,,,,
620GH,"EASTERN DUTCHESS, NY",125,3,,,,,,,
620MA,"MONTROSE, NY (DES)",105,2,,,,,,,
621,"JOHN H. QUILLEN VAMC, TN",376,1,,,,,,,
621BY,"KNOXVILLE, TN",379,2,,,,,,,
621DT,"KNOXVILLE, TN (STATE VET HOME)",389,1,,,,,,,
621GA,"ROGERSVILLE, TN",378,2,,,,,,,
621GC,"NORTON, VA",242,3,,,,,,,
621GG,"MORRISTOWN, TN",378,2,,,,,,,
621GI,"SEVIERVILLE, TN",378,2,,,,,,,
621GJ,"BRISTOL, VA",242,2,,,,,,,
621GK,"CAMPBELL COUNTY CBOC, TN",377,3,,,,,,,
623,"MUSKOGEE, OK",744,1,,,,,,,
623BY,"TULSA, OK",741,2,,,,,,,
623GA,"HARTSHORNE, OK (MCALESTER CBOC)",745,2,,,,,,,
623GB,"VINITA, OK",743,3,,,,,,,
626,"NASHVILLE, TN",372,1,,,,,,,
626A4,"MURFREESBORO, TN",371,1,,,,,,,
626BV,MIDDLE TENNESSEE HCS - ALVIN C. YORK MHRRTP,371,2,,,,,,,
626GA,"DOVER, TN",370,3,,,,,,,
626GC,"BOWLING GREEN, KY",421,3,,,,,,,
626GD,"FT. CAMPBELL, KY (CBOC)",422,3,,,,,,,
626GE,"CLARKSVILLE, TN",370,3,,,,,,,
626GF,"CHATTANOOGA, TN",374,3,,,,,,,
626GG,"ARNOLD AFB, TN (TULLAHOMA)",373,3,,,,,,,
626GH,"COOKEVILLE, TN",385,3,,,,,,,
626GJ,"HOPKINSVILLE, KY",422,3,,,,,,,
626GK,"MCMINNVILLE, TN",371,3,,,,,,,
626GL,"ROCKWOOD, TN (ROANE COUNTY CBOC)",377,3,,,,,,,
626GM,"COLUMBIA, TN  (MAURY COUNTY CBOC)",384,3,,,,,,,
626GN,"MCCINN COUNTY OUTREACH CLINIC, ATHENS TN",373,3,,,,,,,
626MA,"FORT CAMPBELL, KY (DES)",422,2,,,,,,,
629,"NEW ORLEANS, LA",701,1,,,,,,,
629BY,"BATON ROUGE, LA",708,2,,,,,,,
629DU,"RESERVE, LA (NURSING HOME)",700,1,,,,,,,
629GA,"HOUMA, LA (CBOC)",703,3,,,,,,,
629GB,"HAMMOND, LA (CBOC)",704,2,,,,,,,
629GC,"SLIDELL, LA (CBOC)",704,2,,,,,,,
629GD,"LAPLACE, LA",700,2,,,,,,,
629GE,"FRANKLIN, LA",705,3,,,,,,,
629GF,"BOGALUSA, LA",704,3,,,,,,,
629MA,"NEW ORLEANS, LA (DES)",701,2,,,,,,,
630,"NEW YORK, NY",100,1,,,,,,,
630A4,"BROOKLYN, NY",112,1,,,,,,,
630A5,"SAINT ALBANS, NY",114,1,,,,,,,
630GA,"HARLEM, NY",100,2,,,,,,,
630GB,"STATEN ISLAND, NY",103,2,,,,,,,
630GC,"BROOKLYN, NY (CHAPEL STREET)",112,2,,,,,,,
631,"LEEDS, MA (VA CENTRAL WESTERN MASS)",010,1,,,,,,,
631BY,"SPRINGFIELD, MA (SOC)",011,2,,,,,,,
631GC,"PITTSFIELD, MA",012,2,,,,,,,
631GD,"GREENFIELD, MA (CBOC)",013,2,,,,,,,
631GE,"WORCHESTER, MA",016,2,,,,,,,
631GF,"FITCHBURG, MA",014,2,,,,,,,
631MA,"LEEDS, MA (DES)",010,2,,,,,,,
632,"NORTHPORT, NY (LONG ISLAND)",117,1,,,,,,,
632GA,"EAST MEADOW, NY",115,2,,,,,,,
632HA,"VALLEY STREAM, NY",115,2,,,,,,,
632HB,"RIVERHEAD, NY",119,2,,,,,,,
632HC,"BAY SHORE, NY",117,2,,,,,,,
632HD,"PATCHOGUE, NY",117,2,,,,,,,
635,"OKLAHOMA CITY, OK",731,1,,,,,,,
635DZ,"LAWTON/FORT SILL, OK (VET CENTER)",735,1,,,,,,,
635GA,"LAWTON/FORT SILL, OK",735,3,,,,,,,
635GB,"WICHITA FALLS, TX",763,3,,,,,,,
635GC,"PONCA CITY, OK",746,3,,,,,,,
635GD,"ADA, OK",748,3,,,,,,,
635GE,"STILLWATER, OK",740,3,,,,,,,
635GF,"ALTUS, OK",735,3,,,,,,,
635GG,"ENID, OK",737,3,,,,,,,
635HA,"CLINTON, OK",736,3,,,,,,,
635HB,"ARDMORE, OK",734,3,,,,,,,
635MA,"SAFB, TX (DES)",763,2,,,,,,,
635MB,"TINKER AFB, OK (DES)",731,2,,,,,,,
635MC,"VANCE AFB, OK (DES)",737,2,,,,,,,
635MD,"FORT SILL, OK (DES)",735,2,,,,,,,
635ME,"ALTUS AFB, OK (DES)",735,2,,,,,,,
636,"OMAHA, NE",681,1,,,,,,,
636A4,"GRAND ISLAND, NE",688,1,,,,,,,
636A5,"LINCOLN, NE",685,1,,,,,,,
636A6,"DES MOINES, IA",503,1,,,,,,,
636A8,"IOWA CITY, IA",522,1,,,,,,,
636DZ,"GRAND ISLAND, NE (NURSING HOME)",681,1,,,,,,,
636EN,"BELLEVUE, NE (DOMICILLARY)",681,1,,,,,,,
636GA,"NORFOLK, NE",687,3,,,,,,,
636GB,"NORTH PLATTE, NE",691,3,,,,,,,
636GC,"MASON CITY, IA",504,2,,,,,,,
636GD,"MARSHALLTOWN, IA",501,3,,,,,,,
636GF,"BETTENDORF, IA",527,3,,,,,,,
636GG,"QUINCY, IL",623,3,,,,,,,
636GH,"WATERLOO, IA",507,3,,,,,,,
636GI,"GALESBURG, IL",614,3,,,,,,,
636GJ,"DUBUQUE, IA",520,3,,,,,,,
636GK,"FORT DODGE, IA",505,3,,,,,,,
636GL,"BELLEVUE, NE",680,2,,,,,,,
636GM,"CARROLL, IA",514,3,,,,,,,
636GN,"CEDAR RAPIDS, IA",524,2,,,,,,,
636GP,"SHENANDOAH, IA",516,2,,,,,,,
636GQ,"HOLDREGE, NE",689,3,,,,,,,
636GR,"KNOXVILLE, IA",501,3,,,,,,,
636GS,"OTTUMWA, IA",525,3,,,,,,,
636GT,"STERLING, IL",610,3,,,,,,,
636GU,"DECORAH, IA",521,3,,,,,,,
636PC,"OMAHA, NE (PRRTP)",681,2,,,,,,,
637,"ASHEVILLE, NC",288,1,,,,,,,
637GA,"FRANKLIN, NC",287,2,,,,,,,
637GB,"RUTHERFORDTON, NC",281,3,,,,,,,
640,"PALO ALTO, CA",943,1,,,,,,,
640A0,"MENLO PARK, CA",940,1,,,,,,,
640A4,"LIVERMORE, CA",945,1,,,,,,,
640BY,"SAN JOSE, CA",951,2,,,,,,,
640GA,"CAPITOLA, CA",950,2,,,,,,,
640GB,"SONORA, CA",953,3,,,,,,,
640GC,"FREMONT, CA",945,2,,,,,,,
640HA,"FRENCH CAMP, CA (STOCKTON)",952,3,,,,,,,
640HB,"MODESTO, CA",953,3,,,,,,,
640HC,"SEASIDE, CA (MONTEREY/FORT ORD)",939,3,,,,,,,
642,"PHILADELPHIA, PA",191,1,,,,,,,
642GA,"LAKEHURST, NJ (FORT DIX)",086,2,,,,,,,
642GB,"CAPE MAY, NJ (US COAST GUARD TRNG CTR)",082,3,,,,,,,
642GC,"HORSHAM, PA (VICTOR J. SARACINI)",190,2,,,,,,,
642GD,"SEWELL, NJ (GLOUCESTER  CO.)",080,2,,,,,,,
642GF,"CAMDEN VA CLINIC, NJ",081,2,,,,,,,
642QA,"CHESTNUT STREET VA CLINIC, PA",191,2,,,,,,,
644,"PHOENIX, AZ",850,1,,,,,,,
644BY,"SOUTHEAST CBOC, GILBERT, AZ",852,2,,,,,,,
644GA,"SUN CITY, AZ",853,2,,,,,,,
644GB,"SHOW LOW, AZ",859,3,,,,,,,
644GC,"BUCKEYE, AZ (SW VA HEALTH CARE CLINIC)",853,3,,,,,,,
644GD,"PAYSON, AZ",855,3,,,,,,,
644GE,"PHOENIX, AZ (CBOC)",850,2,,,,,,,
644GF,"GLOBE,AZ",855,2,,,,,,,
644MA,"LUKE AFB, AZ (DES)",853,2,,,,,,,
644PB,"PHOENIX, AZ (SARRTP)",850,2,,,,,,,
646,"PITTSBURGH, PA (UNIVERSITY DRIVE)",152,1,,,,,,,
646A4,"PITTSBURGH, PA (H. JOHN HEINZ)",152,1,,,,,,,
646GA,"SAINT CLAIRSVILLE, OH (BELMONT CBOC)",439,3,,,,,,,
646GB,"GREENSBURG, PA",156,2,,,,,,,
646GC,"MONACA,PA",150,2,,,,,,,
646GD,"WASHINGTON, PA",153,2,,,,,,,
646GE,"UNIONTOWN, PA (FAYETTE COUNTY CBOC)",154,3,,,,,,,
646PA,"PITTSBURGH, PA (PRRTP)",152,2,,,,,,,
648,"PORTLAND, OR",972,1,,,,,,,
648A4,"VANCOUVER, WA",986,1,,,,,,,
648GA,"BEND, OR",977,3,,,,,,,
648GB,"SALEM, OR",973,3,,,,,,,
648GD,"NORTH COAST, OR",971,2,,,,,,,
648GE,"PORTLAND, OR (METRO EAST)",972,2,,,,,,,
648GF,"PORTLAND, OR (METRO WEST)",972,2,,,,,,,
648GG,"WEST LINN, OR",970,2,,,,,,,
648JA,"THE DALLES, OR",970,3,,,,,,,
649,"PRESCOTT, AZ",863,1,,,,,,,
649GA,"KINGMAN, AZ",864,3,,,,,,,
649GB,"BELLEMONT, AZ",860,3,,,,,,,
649GC,"LAKE HAVASU CITY, AZ",864,3,,,,,,,
649GD,"ANTHEM, AZ",850,2,,,,,,,
649GE,"COTTONWOOD, AZ",863,2,,,,,,,
650,"PROVIDENCE, RI",029,1,,,,,,,
650GA,"NEW BEDFORD, MA",027,2,,,,,,,
650GB,"HYANNIS, MA",026,3,,,,,,,
650GD,"MIDDLETOWN, RI",028,2,,,,,,,
650MA,"PROVIDENCE, RI (DES)",029,2,,,,,,,
650QA,"EAGLE SQUARE VA CLINIC, RI",029,2,,,,,,,
652,"RICHMOND, VA",232,1,,,,,,,
652GA,"FREDERICKSBURG, VA",224,3,,,,,,,
652GE,"CHARLOTTESVILLE, VA",229,3,,,,,,,
652GF,"EMPORIA, VA",238,3,,,,,,,
652GG,"RICHMOND VA MOBILE CLINIC, VA",232,2,,,,,,,
652GH,"HUNTER HOLMES MCGUIRE VA MOBILE CLINIC, VA",232,2,,,,,,,
652MA,"RICHMOND, VA (DES)",232,2,,,,,,,
653,"ROSEBURG, OR",974,1,,,,,,,
653BY,"EUGENE, OR",974,2,,,,,,,
653GA,"NORTH BEND, OR",974,3,,,,,,,
653GB,"BROOKINGS, OR",974,3,,,,,,,
654,"RENO, NV",895,1,,,,,,,
654GA,"AUBURN, CA",956,3,,,,,,,
654GB,"GARDNERVILLE, NV (CARSON VALLEY CBOC)",894,3,,,,,,,
654GC,"FALLON, NV",894,3,,,,,,,
654GD,"SUSANVILLE, CA",961,3,,,,,,,
655,"SAGINAW, MI",486,1,,,,,,,
655GA,"GAYLORD, MI",497,3,,,,,,,
655GB,"TRAVERSE CITY, MI",496,3,,,,,,,
655GC,"OSCODA, MI",487,3,,,,,,,
655GD,"ALPENA, MI",497,3,,,,,,,
655GE,"CLARE, MI",486,2,,,,,,,
655GF,"BAD AXE, MI",484,3,,,,,,,
655GG,"CADILLAC, MI",496,3,,,,,,,
655GH,"MACKINAW CITY, MI (CHEBOYGAN CBOC)",497,3,,,,,,,
655GI,"GRAYLING, MI",497,3,,,,,,,
656,"SAINT CLOUD, MN",563,1,,,,,,,
656GA,"BRAINERD, MN",564,2,,,,,,,
656GB,"MONTEVIDEO, MN",562,3,,,,,,,
