188,FALSE,2012-07-11,VERIFIED,60,DENT*1.2*59,Routine,DENTAL,PROHIBITED FROM FOIA DUE TO COPYRIGHT
189,TRUE,2012-07-12,VERIFIED,337,PSO*7*398,Routine,OUTPATIENT PHARMACY,
190,TRUE,2012-07-16,VERIFIED,170,SR*3*173,Routine,SURGERY,
191,TRUE,2012-07-18,VERIFIED,316,PSN*4*328,Routine,NATIONAL DRUG FILE,NDF4P328.KID
192,TRUE,2012-07-18,VERIFIED,317,PSN*4*329,Routine,NATIONAL DRUG FILE,NDF4P329.KIDs
193,FALSE,2012-07-19,VERIFIED,6,DSIV*2.2*5,Routine,INSURANCE CAPTURE BUFFER,PROHIBITED FROM FOIA DUE TO COPYRIGHT
194,FALSE,2012-07-19,VERIFIED,13,DSIF*3.2*32,Routine,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
195,TRUE,2012-07-19,VERIFIED,306,OR*3*341,Routine,ORDER ENTRY/RESULTS REPORTING,
196,FALSE,2012-07-19,VERIFIED,44,VBEC*1*45,Informational,BLOOD BANK,PROHIBITED - CONTROLLED RELEASE FOR VBECS
197,TRUE,2012-07-19,VERIFIED,20,WEBV*1*25,Informational,VISTA WEB,
198,TRUE,2012-07-24,VERIFIED,17,PSU*4*20,Routine,PHARMACY BENEFITS MANAGEMENT,"PSU_4_TM_R0712.PDF
PSU_4_P20_TM_CP.PDF"
199,TRUE,2012-07-24,VERIFIED,231,PSJ*5*277,Routine,INPATIENT MEDICATIONS,
200,TRUE,2012-07-24,VERIFIED,486,SD*5.3*539,Routine,SCHEDULING,"SD_53_P539_EWLUM.PDF
SD_53_P539_PCMMUM.PDF"
201,TRUE,2012-07-24,VERIFIED,255,PRCA*4.5*283,Routine,ACCOUNTS RECEIVABLE,EPAYMENTS_USER_MANUAL_R0712.PDF
202,TRUE,2012-07-24,VERIFIED,328,LR*5.2*419,Routine,LABORATORY,
203,TRUE,2012-07-25,VERIFIED,329,LR*5.2*415,Routine,LABORATORY,
204,TRUE,2012-07-26,VERIFIED,307,OR*3*322,Routine,ORDER ENTRY/RESULTS REPORTING,
205,TRUE,2012-07-26,VERIFIED,487,SD*5.3*581,Enhancement,SCHEDULING,
206,TRUE,2012-07-31,VERIFIED,1,VPR*1*1,Routine,VIRTUAL PATIENT RECORD,"VPR_TM.PDF
VPR_IB.pdf"
207,TRUE,2012-07-31,VERIFIED,19,PXRM*2*22,Enhancement,CLINICAL REMINDERS,"PXRM_2_22_IB.PDF
PXRM_2_22_MM.PDF
PXRM_2_22_RN.pdf"
208,TRUE,2012-07-31,VERIFIED,308,OR*3*357,Routine,ORDER ENTRY/RESULTS REPORTING,Combined with PXRM*2*22
209,TRUE,2012-08-06,VERIFIED,318,PSN*4*330,Routine,NATIONAL DRUG FILE,NDF4P330.KIDs
210,TRUE,2012-08-06,VERIFIED,115,FB*3.5*108,Enhancement,FEE BASIS,"FB_3_5_UM_R0512.PDF
FB_3_5_TM_R0512.PDF
FB_3_5_P108_RN.PDF"
211,FALSE,2012-08-06,VERIFIED,14,DSIF*3.2*2,Enhancement,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
212,TRUE,2012-08-06,VERIFIED,54,PSB*3*62,Routine,BAR CODE MED ADMIN,
213,TRUE,2012-08-06,VERIFIED,476,XU*8*601,Routine,KERNEL,
214,TRUE,2012-08-08,VERIFIED,488,SD*5.3*576,Routine,SCHEDULING,
215,TRUE,2012-08-08,VERIFIED,20,MD*1*24,Routine,CLINICAL PROCEDURES,
216,TRUE,2012-08-08,VERIFIED,75,LEX*2*83,Routine,CLINICAL LEXICON,LEX_2_83.GBLs
217,TRUE,2012-08-08,VERIFIED,58,ICPT*6*60,Informational,CPT/HCPCS CODES,
218,TRUE,2012-08-10,VERIFIED,2,TBI*2*1,Informational,TRAUMATIC BRAIN INJURY,"TBIUM.PDF
TBITM.PDF
TBIINSUM.PDF
TBIPTUM.PDF
TBIIG.PDF"
219,TRUE,2012-08-15,VERIFIED,338,PSO*7*404,Routine,OUTPATIENT PHARMACY,
220,TRUE,2012-08-15,VERIFIED,477,XU*8*502,Routine,KERNEL,
221,TRUE,2012-08-16,VERIFIED,116,FB*3.5*120,Routine,FEE BASIS,FEE3_5_P120.KID
222,TRUE,2012-08-21,VERIFIED,339,PSO*7*361,Routine,OUTPATIENT PHARMACY,
223,TRUE,2012-08-21,VERIFIED,319,PSN*4*331,Routine,NATIONAL DRUG FILE,NDF4P331.KID
224,TRUE,2012-08-21,VERIFIED,320,PSN*4*332,Routine,NATIONAL DRUG FILE,NDF4P332.KIDs
225,TRUE,2012-08-22,VERIFIED,100,RA*5*111,Routine,RADIOLOGY/NUCLEAR MEDICINE,
226,TRUE,2012-08-22,VERIFIED,20,DGBT*1*19,Data Dictionary,BENEFICIARY TRAVEL,"DGBT_1_19IG.PDF
DGBT_1_19UM.PDF
DGBT_1_19TM.PDF
DGBT_1_19RN.PDF"
227,FALSE,2012-08-23,VERIFIED,45,VBEC*1*46,Informational,BLOOD BANK,PROHIBITED - CONTROLLED RELEASE FOR VBECS
228,FALSE,2012-08-24,VERIFIED,5,OHRS*1.4*5,Informational,CISS_OHRS,
229,TRUE,2012-08-27,VERIFIED,478,XU*8*547,Routine,KERNEL,
230,TRUE,2012-08-27,VERIFIED,149,RMPR*3*171,Routine,PROSTHETICS,
231,TRUE,2012-08-27,VERIFIED,479,XU*8*587,Other,KERNEL,
232,TRUE,2012-08-30,VERIFIED,480,XU*8*596,Routine,KERNEL,
233,TRUE,2012-08-30,VERIFIED,340,PSO*7*401,Routine,OUTPATIENT PHARMACY,
234,FALSE,2012-08-31,VERIFIED,171,XM*DBA*177,Data Dictionary,MAILMAN,PROHIBITED
235,TRUE,2012-09-05,VERIFIED,117,FB*3.5*124,Informational,FEE BASIS,"FB_3_5_UM_R0912.doc
FB_3_5_TM_R0912.doc
FB_3_5_P124_RN.doc"
236,TRUE,2012-09-07,VERIFIED,245,TIU*1*259,Routine,TEXT INTEGRATION UTILITY,
237,TRUE,2012-09-10,VERIFIED,489,SD*5.3*600,Informational,SCHEDULING,PCMM.HLP
238,TRUE,2012-09-10,VERIFIED,490,SD*5.3*597,Routine,SCHEDULING,
239,TRUE,2012-09-11,VERIFIED,141,PRC*5.1*157,Routine,PAID,
240,TRUE,2012-09-11,VERIFIED,256,PRCA*4.5*266,Routine,ACCOUNTS RECEIVABLE,
241,TRUE,2012-09-12,VERIFIED,321,PSN*4*333,Routine,NATIONAL DRUG FILE,NDF4P333.KIDs
242,TRUE,2012-09-12,VERIFIED,151,PSS*1*171,Enhancement,PHARMACY DATA MANAGEMENT,PHARMACY DATA MANAGEMENT
243,TRUE,2012-09-12,VERIFIED,232,PSJ*5*267,Routine,INPATIENT MEDICATIONS,
244,TRUE,2012-09-12,VERIFIED,55,PSB*3*68,Enhancement,BAR CODE MED ADMIN,
245,TRUE,2012-09-12,VERIFIED,56,PSB*3*69,Enhancement,BAR CODE MED ADMIN,PSB_3_69.KID
246,TRUE,2012-09-12,VERIFIED,125,HL*1.6*157,Routine,HEALTH LEVEL 7,
247,TRUE,2012-09-13,VERIFIED,341,PSO*7*396,Routine,OUTPATIENT PHARMACY,
248,TRUE,2012-09-17,VERIFIED,233,PSJ*5*274,Routine,INPATIENT MEDICATIONS,
249,TRUE,2012-09-18,VERIFIED,107,EC*2*113,Routine,EVENT CAPTURE,
250,TRUE,2012-09-19,VERIFIED,126,HL*1.6*158,Routine,HEALTH LEVEL 7,
251,TRUE,2012-09-20,VERIFIED,481,XU*8*599,Routine,KERNEL,
252,TRUE,2012-09-20,VERIFIED,482,XU*8*593,Routine,KERNEL,
253,FALSE,2012-09-20,VERIFIED,46,VBEC*1*47,Informational,BLOOD BANK,PROHIBITED - CONTROLLED RELEASE FOR VBECS
254,TRUE,2012-09-24,VERIFIED,322,PSN*4*334,Routine,NATIONAL DRUG FILE,NDF4P334.KID
255,TRUE,2012-09-24,VERIFIED,323,PSN*4*335,Routine,NATIONAL DRUG FILE,NDF4P335.KIDs
256,TRUE,2012-09-24,VERIFIED,491,SD*5.3*596,Routine,SCHEDULING,
257,TRUE,2012-09-24,VERIFIED,330,LR*5.2*382,Routine,LABORATORY,LR_52_382.KID
258,FALSE,2012-09-24,VERIFIED,47,VBEC*1*27,Informational,BLOOD BANK,PROHIBTED - CONTROLLED RELEASE FOR VBECS
259,TRUE,2012-09-24,VERIFIED,331,LR*5.2*412,Routine,LABORATORY,VBEC_27_LR_412.KIDs
260,TRUE,2012-09-24,VERIFIED,342,PSO*7*386,Routine,OUTPATIENT PHARMACY,
261,TRUE,2012-09-24,VERIFIED,8,HDI*1*7,Routine,HEALTH DATA & INFORMATICS,LAB_LEDI_IV.KIDs
262,TRUE,2012-09-24,VERIFIED,332,LR*5.2*350,Routine,LABORATORY,LAB_LEDI_IV.KIDs
263,TRUE,2012-09-24,VERIFIED,57,LA*5.2*74,Routine,LAB AUTO INSTRUMENTS,LAB_LEDI_IV.KIDs
264,TRUE,2012-09-24,VERIFIED,234,PSJ*5*269,Routine,INPATIENT MEDICATIONS,
265,TRUE,2012-09-24,VERIFIED,438,IB*2*480,Routine,INTERGRATED BILLING,
266,TRUE,2012-09-25,VERIFIED,235,PSJ*5*276,Routine,INPATIENT MEDICATIONS,
267,TRUE,2012-09-25,VERIFIED,439,IB*2*478,Routine,INTERGRATED BILLING,
268,TRUE,2012-09-27,VERIFIED,56,ONC*2.11*56,Data Dictionary,ONCOLOGY,
269,TRUE,2012-09-28,VERIFIED,124,ECX*3*139,Routine,DSS EXTRACTS,
271,TRUE,2012-10-03,VERIFIED,483,XU*8*604,Routine,KERNEL,
272,TRUE,2012-10-03,VERIFIED,484,XU*8*584,Routine,KERNEL,XU-8_SEQ-484-PAT-584.KIDs
270,TRUE,2012-10-04,VERIFIED,236,PSJ*5*248,Routine,INPATIENT MEDICATIONS,
273,TRUE,2012-10-04,VERIFIED,124,PRS*4*132,Enhancement,PAID,
274,TRUE,2012-10-09,VERIFIED,324,PSN*4*336,Routine,NATIONAL DRUG FILE,NDF4P336.KIDs
275,TRUE,2012-10-09,VERIFIED,18,ROR*1.5*18,Routine,CLINICAL CASE REGISTRIES,
276,FALSE,2012-10-10,VERIFIED,485,XU*8*585,Enhancement,KERNEL,PULLED BACK ON 10/15/12
277,TRUE,2012-10-10,VERIFIED,28,FH*5.5*31,Routine,DIETETICS,
278,TRUE,2012-10-15,VERIFIED,88,YS*5.01*60,Routine,MENTAL HEALTH,YS_501_60.KID
279,TRUE,2012-10-15,VERIFIED,93,GMTS*2.7*102,Informational,HEALTH SUMMARY,YS_501_60.KID
280,FALSE,2012-10-18,VERIFIED,48,VBEC*1*48,Informational,BLOOD BANK,PROHIBTED - CONTROLLED RELEASE FOR VBECS
281,TRUE,2012-10-18,VERIFIED,20,PXRM*2*27,Routine,CLINICAL REMINDERS,PXRM_2_0_27.KIDs
282,TRUE,2012-10-22,VERIFIED,343,PSO*7*400,Routine,OUTPATIENT PHARMACY,
283,TRUE,2012-10-22,VERIFIED,325,PSN*4*337,Routine,NATIONAL DRUG FILE,NDF4P337.KID
284,TRUE,2012-10-22,VERIFIED,326,PSN*4*338,Routine,NATIONAL DRUG FILE,NDF4P338.KIDs
285,TRUE,2012-10-23,VERIFIED,125,ECX*3*140,Routine,DSS EXTRACTS,
286,TRUE,2012-10-24,VERIFIED,76,LEX*2*84,Data Dictionary,CLINICAL LEXICON,LEX_2_84.GBLs
287,TRUE,2012-10-24,VERIFIED,57,ICD*18*66,Informational,DRG GROUPER,COMES IN WITH LEX*2*84
288,TRUE,2012-10-24,VERIFIED,59,ICPT*6*61,Informational,CPT/HCPCS CODES,COMES IN WITH LEX*2*84
289,TRUE,2012-10-24,VERIFIED,237,PSJ*5*278,Routine,INPATIENT MEDICATIONS,
290,TRUE,2012-10-25,VERIFIED,486,XU*8*615,Informational,KERNEL,
291,TRUE,2012-10-30,VERIFIED,66,GMRC*3*74,Routine,CONSULT/REQUEST TRACKING,
292,FALSE,2012-10-30,VERIFIED,15,DSIF*3.2*23,Enhancement,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
293,TRUE,2012-10-31,VERIFIED,309,OR*3*362,Routine,ORDER ENTRY/RESULTS REPORTING,
