Version 3.21 Update - Outpatient Facility,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base Charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date,End Date,
26843,CPT,ARTHRD CARP/MTCRPL JT DGT OTHER THAN THUMB EACH,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
26844,CPT,ARTHRD CARP/MTCRPL JT DGT OTH/THN THMB W/AGRFT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
26850,CPT,ARTHRODESIS METACARPOPHALANGEAL JT W/WO INT FIXJ,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
26852,CPT,ARTHRODESIS MTCRPL JT W/WO INT FIXJ W/AUTOGRAFT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
26860,CPT,ARTHRODESIS INTERPHALANGEAL JT W/WO INT FIXJ,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26861,CPT,ARTHRODESIS IPHAL JT W/WO INT FIXJ EA IPHAL JT,,30,,,"$6,852.01",$0.00,1,0,1,20170101,,
26862,CPT,ARTHRODESIS IPHAL JT W/WO INT FIXJ W/AUTOGRAFT,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26863,CPT,ARTHRODESIS IPHAL JT W/WO INT FIXJ W/AGRFT EA JT,,30,,,"$7,119.08",$0.00,1,0,1,20170101,,
26910,CPT,AMP MTCRPL W/FINGER/THUMB W/WO INTEROSS TRANSFER,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26951,CPT,AMP F/TH 1/2 JT/PHALANX W/NEURECT W/DIR CLSR,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26952,CPT,AMP F/TH 1/2 JT/PHALANX W/NEURECT LOCAL FLAP,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26989,CPT,UNLISTED PROCEDURE HANDS/FINGERS,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
26990,CPT,I&D PELVIS/HIP JT AREA DEEP ABSCESS/HEMATOMA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
26991,CPT,I&D PELVIS/HIP JOINT AREA INFECTED BURSA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27000,CPT,TENOTOMY ADDUCTOR HIP PERCUTANEOUS SPX,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27001,CPT,TENOTOMY ADDUCTOR HIP OPEN,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27003,CPT,TX ADDUXOR SUBQ OPN W/OBTURATOR NEURECTOMY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27006,CPT,TENOTOMY ABDUCTORS&/EXTENSOR HIP OPEN SPX,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27027,CPT,DECOMPRESSION FASCIOTOMY PELVIC COMPARTMENT UNI,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27033,CPT,ARTHROTOMY HIP EXPLORATION/REMOVAL FOREIGN BODY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27035,CPT,DNRVTJ HIP JT INTRAPEL/XTRPEL INTRA-ARTCLR BRNCH,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27040,CPT,BIOPSY SOFT TISSUE PELVIS&HIP AREA SUPERFICIAL,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27041,CPT,BIOPSY SOFT TISSUE PELVIS&HIP DEEP/SUBFSCAL/IM,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27043,CPT,EXCISION TUMOR SOFT TISSUE PELVIS&HIP SUBQ 3CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27045,CPT,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC 5CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27047,CPT,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM,,30,,,"$10,509.56",$0.00,1,0,1,20170101,,
27048,CPT,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC <5CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27049,CPT,RAD RESECT TUMOR SOFT TISSUE PELVIS & HIP <5 CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27050,CPT,ARTHROTOMY W/BIOPSY SACROILIAC JOINT,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27052,CPT,ARTHROTOMY W/BIOPSY HIP JOINT,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27057,CPT,DCMPRN FASCIOTOMY PELVIC CMPRT DBRDMT MUSCLE UNI,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27059,CPT,RAD RESECTION TUMOR SOFT TISS PELVIS&HIP 5 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27060,CPT,EXCISION ISCHIAL BURSA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27062,CPT,EXCISION TROCHANTERIC BURSA/CALCIFICATION,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27065,CPT,EXCISION BONE CYST/BNIGN TUMOR SUPERFICIAL,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27066,CPT,EXCISION BONE CYST/BENIGN TUMOR DEEP,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27067,CPT,EXC B1 CST/B9 TUM W/AGRFT REQ SEP INC,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27080,CPT,COCCYGECTOMY PRIMARY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27086,CPT,RMVL FOREIGN BODY PELVIS/HIP SUBCUTANEOUS TISS,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27087,CPT,REMOVAL FOREIGN BODY PELVIS/HIP DEEP,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27093,CPT,INJECTION HIP ARTHROGRAPHY W/O ANESTHESIA,,30,,,"$1,066.82",$0.00,1,0,1,20170101,,
27095,CPT,INJECTION HIP ARTHROGRAPHY W/ANESTHESIA,,30,,,"$2,174.00",$0.00,1,0,1,20170101,,
27096,CPT,INJECT SI JOINT ARTHRGRPHY&/ANES/STEROID W/IMA,,30,,,"$1,433.69",$0.00,1,0,1,20170101,,
27097,CPT,RELEASE/RECESSION HAMSTRING PROXIMAL,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27098,CPT,TRANSFER ADDUCTOR ISCHIUM,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27100,CPT,TR XTRNL OBLQ MUSC TRCHNTR W/FSCAL/TDN XTN GRF,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27105,CPT,TR PARASPI MUSC HIP FASC/TDN XTN GRF,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27110,CPT,TRANSFER ILIOPSOAS GREATER TROCHANTER FEMUR,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27111,CPT,TRANSFER ILIOPSOAS FEMORAL NECK,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27179,CPT,OPTX SLP FEM EPIPHYSIS OSTPL FEM NCK HEYMAN PX,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27197,CPT,CLSD TX PELVIC RING FX,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27198,CPT,CLSD TX PELVIC RING FX,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27200,CPT,CLOSED TREATMENT COCCYGEAL FRACTURE,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27202,CPT,OPEN TREATMENT COCCYGEAL FRACTURE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27216,CPT,PERQ SKELETAL FIXATION PST PELVIC BONE FX&/DIS,,30,,,"$11,595.96",$0.00,1,0,1,20170101,,
27217,CPT,OPTX ANT PELVIC BONE FX&/DISLC INT FIXJ IF PFR,,30,,,"$3,253.95",$0.00,1,0,1,20170101,,
27220,CPT,CLTX ACETABULUM HIP/SOCKT FX W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27230,CPT,CLTX FEM FX PROX END NCK W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27235,CPT,PRQ SKEL FIXJ FEMORAL FX PROX END NECK,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27238,CPT,CLTX INTER/PERI/SUBTROCHANTERIC FEM FX W/O MANJ,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27246,CPT,CLTX GREATER TROCHANTERIC FX W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27250,CPT,CLTX HIP DISLOCATION TRAUMATIC W/O ANESTHESIA,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27252,CPT,CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27256,CPT,TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27257,CPT,TX SPON HIP DISLC ABDCT SPLNT/TRCJ W/MANJ ANES,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27265,CPT,CLTX POST HIP ARTHRP DISLC W/O ANES,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27266,CPT,CLTX POST HIP ARTHRP DISLC REQ ANES,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27267,CPT,CLOSED TX FEMORAL FRACTURE PROX HEAD W/O MANJ,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27275,CPT,MANIPULATION HIP JOINT GENERAL ANESTHESIA,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27279,CPT,ARTHRODESIS SACROILIAC JOINT PERCUTANEOUS,,30,,,"$28,888.00",$0.00,1,0,1,20170101,,
27299,CPT,UNLISTED PROCEDURE PELVIS/HIP JOINT,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27301,CPT,I&D DEEP ABSC BURSA/HEMATOMA THIGH/KNEE REGION,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27305,CPT,FASCIOTOMY ILIOTIBIAL OPEN,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27306,CPT,TENOTOMY PRQ ADDUCTOR/HAMSTRING 1 TENDON SPX,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27307,CPT,TENOTOMY PRQ ADDUCTOR/HAMSTRING MULTIPLE TENDON,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27310,CPT,ARTHRT KNE W/EXPL DRG/RMVL FB,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27323,CPT,BIOPSY SOFT TISSUE THIGH/KNEE AREA SUPERFICIAL,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27324,CPT,BIOPSY SOFT TISSUE THIGH/KNEE AREA DEEP,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27325,CPT,NEURECTOMY HAMSTRING MUSCLE,,30,,,"$8,303.45",$0.00,1,0,1,20170101,,
27326,CPT,NEURECTOMY POPLITEAL,,30,,,"$8,303.45",$0.00,1,0,1,20170101,,
27327,CPT,EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27328,CPT,EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC <5CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27329,CPT,RAD RESECT TUMOR SOFT TISSUE THIGH/KNEE <5CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27330,CPT,ARTHROTOMY KNEE W/SYNOVIAL BIOPSY ONLY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27331,CPT,ARTHRT KNE W/JT EXPL BX/RMVL LOOSE/FB,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27332,CPT,ARTHRT W/EXC SEMILUNAR CRTLG KNEE MEDIAL/LAT,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27333,CPT,ARTHRT W/EXC SEMILUNAR CRTLG KNEE MEDIAL&LAT,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27334,CPT,ARTHROTOMY W/SYNOVECTOMY KNEE ANTERIOR/POSTERIOR,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27335,CPT,ARTHRT W/SYNVCT KNE ANT&POST W/POP AREA,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27337,CPT,EXCISON TUMOR SOFT TISSUE THIGH/KNEE SUBQ 3 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27339,CPT,EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC 5 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27340,CPT,EXCISION PREPATELLAR BURSA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27345,CPT,EXCISION SYNOVIAL CYST POPLITEAL SPACE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27347,CPT,EXCISION LESION MENISCUS/CAPSULE KNEE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27350,CPT,PATELLECTOMY/HEMIPATELLECTOMY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27355,CPT,EXCISION/CURETTAGE CYST/TUMOR FEMUR,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27356,CPT,EXCISION/CURETTAGE CYST/TUMOR FEMUR W/ALLOGRAFT,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27357,CPT,EXCISION/CURETTAGE CYST/TUMOR FEMUR W/AUTOGRAFT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27358,CPT,EXCISION/CURETTAGE CYST/TUMOR FEMUR INT FIXATION,,30,,,"$8,382.75",$0.00,1,0,1,20170101,,
27360,CPT,PRTL EXC BONE FEMUR PROX TIBIA&/FIBULA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27364,CPT,RAD RESECTION TUMOR SOFT TIS THIGH/KNEE 5 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27370,CPT,INJECTION KNEE ARTHROGRAPHY,,30,,,$785.49,$0.00,1,0,1,20170101,,
27372,CPT,REMOVAL FOREIGN BODY DEEP THIGH/KNEE,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27380,CPT,SUTURE INFRAPATELLAR TENDON PRIMARY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27381,CPT,SUTR INFRAPATELLAR TDN 2 RCNSTJ W/FSCAL/TDN GRF,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27385,CPT,SUTURE QUADRICEPS/HAMSTRING RUPTURE PRIMARY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27386,CPT,SUTR QUADRICEPS/HAMSTRING MUSC RPT RCNSTJ,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27390,CPT,TENOTOMY OPEN HAMSTRING KNEE HIP SINGLE TENDON,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27391,CPT,TENOTOMY OPN HAMSTRING KNEE HIP MULTIPLE 1 LEG,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27392,CPT,TENOTOMY OPEN HAMSTRING KNEE HIP MULTIPLE BI,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27393,CPT,LENGTHENING HAMSTRING TENDON SINGLE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27394,CPT,LENGTHENING HAMSTRING TENDON MULTIPLE 1 LEG,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27395,CPT,LENGTHENING HAMSTRING TENDON MULTIPLE BILATERAL,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27396,CPT,TRANSPLANT/TRANSFER THIGH XTNSR TO FLXR 1 TENDON,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27397,CPT,TRANSPLANT/TRANSFER THIGH XTNSR TO FLXR MULT TDN,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27400,CPT,TRANSFER TENDON/MUSCLE HAMSTRINGS FEMUR,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27403,CPT,ARTHROTOMY W/MENISCUS REPAIR KNEE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27405,CPT,RPR PRIMARY TORN LIGM&/CAPSULE KNEE COLLATERAL,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27407,CPT,REPAIR PRIMARY TORN LIGM&/CAPSULE KNEE CRUCIAT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27409,CPT,RPR 1 TORN LIGM&/CAPSL KNE COLTRL&CRUCIATE,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27412,CPT,AUTOLOGOUS CHONDROCYTE IMPLANTATION KNEE,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27415,CPT,OSTEOCHONDRAL ALLOGRAFT KNEE OPEN,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27416,CPT,OSTEOCHONDRAL AUTOGRAFT KNEE OPEN MOSAICPLASTY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27418,CPT,ANTERIOR TIBIAL TUBERCLEPLASTY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27420,CPT,RCNSTJ DISLOCATING PATELLA,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27422,CPT,RCNSTJ DISLC PATELLA W/XTNSR RELIGNMT&/MUSC RL,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27424,CPT,RCNSTJ DISLC PATELLA W/PATELLECTOMY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27425,CPT,LATERAL RETINACULAR RELEASE OPEN,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27427,CPT,LIGAMENTOUS RECONSTRUCTION KNEE EXTRA-ARTICULAR,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27428,CPT,LIGAMENTOUS RECONSTRUCTION KNEE INTRA-ARTICULAR,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27429,CPT,LIGMOUS RCNSTJ AGMNTJ KNE INTRA-ARTICULAR XTR,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27430,CPT,QUADRICEPSPLASTY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27435,CPT,CAPSULOTOMY POSTERIOR CAPSULAR RELEASE KNEE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27437,CPT,ARTHROPLASTY PATELLA W/O PROSTHESIS,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27438,CPT,ARTHROPLASTY PATELLA W/PROSTHESIS,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27440,CPT,ARTHROPLASTY KNEE TIBIAL PLATEAU,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27441,CPT,ARTHRP KNEE TIBIAL PLATEAU DBRDMT&PRTL SYNVCT,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27442,CPT,ARTHROPLASTY FEM CONDYLES/TIBIAL PLATEAU KNEE,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27443,CPT,ARTHRP FEM CONDYLES/TIBL PLATU KNE DBRDMT&PRTL,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27446,CPT,ARTHRP KNEE CONDYLE&PLATEAU MEDIAL/LAT CMPRT,,30,,,"$21,161.36",$0.00,1,0,1,20170101,,
27475,CPT,ARREST EPIPHYSEAL DISTAL FEMUR,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27477,CPT,ARREST EPIPHYSEAL TIBIA & FIBULA PROXIMAL,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27479,CPT,ARRST EPIPHYSL CMBN DSTL FEMUR PROX TIBFIB,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27485,CPT,ARRST HEMIEPIPHYSL DSTL FEMUR/PROX TIBIA/FIBULA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27496,CPT,DECOMPRESSION FASCIOTOMY THIGH&/KNEE 1 COMPONENT,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27497,CPT,DCMPRN FASCT THIGH&/KNEE DBRDMT MUSCLE&/NERVE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27498,CPT,DCMPRN FASCIOTOMY THIGH&/KNEE MLT COMPARTMENTS,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27499,CPT,DCMPRN FASCT THIGH&/KNEE MLT DBRDMT NV MUSC&NRVE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27500,CPT,CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27501,CPT,CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27502,CPT,CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRACJ,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27503,CPT,CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/MANJ,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27508,CPT,CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27509,CPT,PRQ SKELETAL FIXJ FEMORAL FX DISTAL END,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27510,CPT,CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANJ,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27516,CPT,CLTX DISTAL FEMORAL EPIPHYSL SEPARATION W/O MANJ,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27517,CPT,CLTX DSTL FEM EPIPHYSL SEP W/MANJ W/WO SKIN/SKEL,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27520,CPT,CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27524,CPT,OPTX PATLLR FX W/INT FIXJ/PATLLC&SOFT TISS RPR,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27530,CPT,CLTX TIBIAL FX PROXIMAL W/O MANIPULATION,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27532,CPT,CLTX TIBIAL FX PROXIMAL W/WO MANJ W/SKEL TRACJ,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27538,CPT,CLTX INTERCONDYLAR SPI&/TUBRST FX KNE W/WO MAN,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27550,CPT,CLOSED TX KNEE DISLOCATION W/O ANESTHESIA,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27552,CPT,CLOSED TX KNEE DISLOCATION W/ANESTHESIA,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27560,CPT,CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27562,CPT,CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27566,CPT,OPTX PATELLAR DISLC W/WO PRTL/TOT PATELLECTOMY,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27570,CPT,MANIPULATION KNEE JOINT UNDER GENERAL ANESTHESIA,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27594,CPT,AMP THIGH THRU FEMUR SEC CLOSURE/SCAR REVISION,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27599,CPT,UNLISTED PROCEDURE FEMUR/KNEE,,30,,,"$1,266.42",$0.00,1,0,1,20170101,,
27600,CPT,DCMPRN FASCT LEG ANT&/LAT COMPARTMENTS ONLY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27601,CPT,DCMPRN FASCT LEG POST COMPARTMENT ONLY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27602,CPT,DCMPRN FASCT LEG ANT&/LAT&PST CMPRT,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27603,CPT,INCISION & DRAINAGE LEG/ANKLE ABSCESS/HEMATOMA,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27604,CPT,INCISION & DRAINAGE LEG/ANKLE INFECTED BURSA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27605,CPT,TENOTOMY PRQ ACHILLES TENDON SPX LOCAL ANES,,30,,,"$7,074.80",$0.00,1,0,1,20170101,,
27606,CPT,TENOTOMY PRQ ACHILLES TENDON SPX GENERAL ANES,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27607,CPT,INCISION LEG/ANKLE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27610,CPT,ARTHROTOMY ANKLE W/EXPL DRAINAGE/REMOVAL FB,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27612,CPT,ARTHRT PST CAPSUL RLS ANKLE W/WO ACHLL TDN LNGTH,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27613,CPT,BIOPSY SOFT TISSUE LEG/ANKLE AREA SUPERFICIAL,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27614,CPT,BIOPSY SOFT TISSUE LEG/ANKLE AREA DEEP,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27615,CPT,RAD RESECTION TUMOR SOFT TISSUE LEG/ANKLE <5CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27616,CPT,RAD RESECTION TUMOR SOFT TISSUE LEG/ANKLE 5 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27618,CPT,EXC TUMOR SOFT TISSUE LEG/ANKLE SUBQ <3CM,,30,,,"$7,360.21",$0.00,1,0,1,20170101,,
27619,CPT,EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASCIAL <5CM,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27620,CPT,ARTHRT ANKLE W/EXPL W/WO BX W/WO RMVL LOOSE/FB,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27625,CPT,ARTHROTOMY W/SYNOVECTOMY ANKLE,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27626,CPT,ARTHROTOMY W/SYNOVECTOMY ANKLE TENOSYNOVECTOMY,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27630,CPT,EXCISION LESION TENDON SHEATH/CAPSULE LEG&/ANK,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27632,CPT,EXCISION TUMOR SOFT TISSUE LEG/ANKLE SUBQ 3 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27634,CPT,EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASC 5 CM/>,,30,,,"$10,814.34",$0.00,1,0,1,20170101,,
27635,CPT,EXCISION/CURETTAGE BONE CYST/TUMOR TIBIA/FIBULA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27637,CPT,EXC/CURETTAGE CYST/TUMOR TIBIA/FIBULA W/AGRAFT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27638,CPT,EXC/CURETTAGE CYST/TUMOR TIBIA/FIBULA W/ALGRAFT,,30,,,"$21,658.38",$0.00,1,0,1,20170101,,
27640,CPT,PARTIAL EXCISION BONE TIBIA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27641,CPT,PARTIAL EXCISION BONE FIBULA,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
27647,CPT,RADICAL RESECTION OF TUMOR TALUS OR CALCANEUS,,30,,,"$11,973.28",$0.00,1,0,1,20170101,,
